,Unnamed: 0,Listing ID,Location,Lat_Long,Monthly Rental Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude,Type,num_grocers,num_nightlife,num_noise,num_restaurants,num_subways,num_trees,grocers_normalized,nightlife_normalized,noise_normalized,restaurants_normalized,subways_normalized,trees_normalized,id
10,10,3026603,463 West 43rd Street #S2,"['40.76026828,-73.99459987']",3895,3.0,1.0,0.0,40.76026828,-73.99459987,Apartment,22,13,125,92,0,398,0.4944579684157763,0.45089357629252813,-0.41461500724554085,0.0990185305876832,-0.7653006892653381,0.0006326251596043138,3026603
11,11,3026600,463 West 43rd Street #W5,"['40.76026828,-73.99459987']",3795,3.0,1.0,0.0,40.76026828,-73.99459987,Apartment,22,13,125,92,0,398,0.4944579684157763,0.45089357629252813,-0.41461500724554085,0.0990185305876832,-0.7653006892653381,0.0006326251596043138,3026600
12,12,3026588,58 West 58th Street #18E,"['40.76449966,-73.97619629']",5999,2.0,1.0,1.0,40.76449966,-73.97619629,Apartment,12,11,56,137,11,128,-0.45344994758754653,0.21544766980742922,-0.900025521002945,0.7866279875785239,0.863394664554607,-1.5383894595468866,3026588
13,13,3022514,315 West 33rd Street #30A,"['40.75226186,-73.99461495']",6203,2.0,2.0,964.0,40.75226186,-73.99461495,Apartment,12,11,287,180,16,168,-0.45344994758754653,0.21544766980742922,0.7250444598370601,1.4436770242586605,1.6037107344727637,-1.3103861877385174,3022514
14,14,3021660,666 West End Avenue #8GH,"['40.79270172,-73.97450256']",10495,3.0,2.0,0.0,40.79270172,-73.97450256,Apartment,12,2,206,44,6,678,-0.45344994758754653,-0.844058909375516,0.15521472629575966,-0.6344315568692136,0.12307859463645016,1.5966555278181873,3021660
15,15,3026583,128 East 62nd Street #4A,"['40.76415587,-73.96752511']",2800,1.0,1.0,0.0,40.76415587,-73.96752511,Apartment,13,11,31,97,16,540,-0.35865915598721426,0.21544766980742922,-1.075898895552729,0.17541958136444327,1.6037107344727637,0.8100442400793143,3026583
16,16,3026579,188 Columbus Avenue #3RN,"['40.77519989,-73.98079681']",3799,1.0,1.0,0.0,40.77519989,-73.98079681,Apartment,10,4,103,65,6,707,-0.6430315307882111,-0.608613002890417,-0.5693835768493508,-0.31354714360682123,0.12307859463645016,1.7619578998792549,3026579
17,17,3026576,22 Saint Nicholas' Place #23A,"['40.82772184,-73.94165484']",2195,2.0,1.0,0.0,40.82772184,-73.94165484,Apartment,14,3,309,8,2,508,-0.263868364386882,-0.7263359561329664,0.8798130294408701,-1.184519122461886,-0.4691742612980753,0.6276416226326191,3026576
18,18,3026572,135 West 75th Street #4R,"['40.78019051,-73.97874686']",3075,1.0,1.0,0.0,40.78019051,-73.97874686,Apartment,17,7,136,97,2,634,0.020504010414114888,-0.25544414316276864,-0.33723072244363583,0.17541958136444327,-0.4691742612980753,1.3458519288289814,3026572
19,19,3026570,409 West 50th Street #3B,"['40.76395686,-73.98948432']",2000,1.0,1.0,0.0,40.76395686,-73.98948432,Apartment,25,21,383,146,0,503,0.7788303432167731,1.392677202232924,1.400398218108231,0.9241498789766921,-0.7653006892653381,0.5991412136565729,3026570
20,20,3026543,101 West 104th Street #7A,"['40.79821147,-73.96389311']",3400,2.0,1.0,0.0,40.79821147,-73.96389311,Apartment,24,2,263,36,1,506,0.6840395516164409,-0.844058909375516,0.5562060202692674,-0.7566732381120297,-0.6172374752817067,0.6162414590422006,3026543
21,21,3026542,66 West 106th Street #3C,"['40.79875172,-73.96244809']",2400,1.0,1.0,0.0,40.79875172,-73.96244809,Apartment,19,1,238,25,1,541,0.21008559361477946,-0.9617818626180654,0.38033264571948333,-0.9247555498209019,-0.6172374752817067,0.8157443218745235,3026542
22,22,3026539,160 East 64th Street #3F,"['40.76505837,-73.96571246']",2150,0.0,1.0,0.0,40.76505837,-73.96571246,Apartment,12,8,61,57,8,648,-0.45344994758754653,-0.13772118992021917,-0.8648508460929881,-0.4357888248496374,0.4192050226037129,1.4256530739619107,3026539
23,23,3026531,160 East 64th Street #4R,"['40.76505837,-73.96571246']",2132,0.0,1.0,0.0,40.76505837,-73.96571246,Apartment,12,8,61,57,8,648,-0.45344994758754653,-0.13772118992021917,-0.8648508460929881,-0.4357888248496374,0.4192050226037129,1.4256530739619107,3026531
24,24,3026529,20 Exchange Place #1322,"['40.70546076,-74.0095687']",2595,0.0,1.0,500.0,40.70546076,-74.0095687,Apartment,14,19,239,172,20,157,-0.263868364386882,1.157231295747825,0.38736758070147465,1.3214353430158445,2.195963590407289,-1.373087087485819,3026529
25,25,3026528,245 West 51st Street #1001,"['40.76282276,-73.984835']",2695,0.0,1.0,0.0,40.76282276,-73.984835,Apartment,15,29,194,221,24,224,-0.1690775727865497,2.3344608281733192,0.0707955065118633,2.070165640628093,2.788216446341815,-0.9911816072068009,3026528
26,26,2991714,50 East 28th Street #6M,"['40.74369812,-73.98509979']",4390,1.0,1.0,598.0,40.74369812,-73.98509979,Apartment,15,13,191,144,7,265,-0.1690775727865497,0.45089357629252813,0.0496907015658892,0.893589458665988,0.2711418086200815,-0.7574782536032226,2991714
27,27,3020218,435 West 31st Street #39C,"['40.75230026,-73.99839783']",5363,2.0,2.0,1.0,40.75230026,-73.99839783,Apartment,5,4,323,62,0,169,-1.1169854887898725,-0.608613002890417,0.9783021191887492,-0.3593877740728773,-0.7653006892653381,-1.3046861059433084,3020218
28,28,3026524,200 Waverly Place #11,"['40.73485202,-74.00171396']",5195,3.0,1.0,700.0,40.73485202,-74.00171396,Apartment,22,28,168,128,10,674,0.4944579684157763,2.21673787493077,-0.11211280301991218,0.6491060961803558,0.7153314505709757,1.5738552006373505,3026524
29,29,3026519,510 Amsterdam Avenue #3A,"['40.78690359,-73.97599301']",3600,2.0,1.0,0.0,40.78690359,-73.97599301,Apartment,16,9,171,68,5,636,-0.0742867811862174,-0.019998236677669697,-0.09100799807393808,-0.2677065131407652,-0.02498461934718122,1.3572520924193998,3026519
30,30,3026512,154 West 70th Street #3R,"['40.77667226,-73.98166174']",7300,3.0,2.0,0.0,40.77667226,-73.98166174,Apartment,14,6,145,91,4,634,-0.263868364386882,-0.3731670964053181,-0.27391630760571356,0.08373832043233119,-0.17304783333081258,1.3458519288289814,3026512
31,31,3026508,7 West 21st Street #506,"['40.74089813,-73.9910965']",3951,0.0,1.0,0.0,40.74089813,-73.9910965,Apartment,20,8,103,131,16,124,0.30487638521511173,-0.13772118992021917,-0.5693835768493508,0.6949467266464119,1.6037107344727637,-1.5611897867277233,3026508
32,32,3026506,608 West 148th Street #24,"['40.82839261,-73.94973745']",3250,3.0,1.0,740.0,40.82839261,-73.94973745,Apartment,24,2,330,27,3,589,0.6840395516164409,-0.844058909375516,1.0275466640626887,-0.8941951295101979,-0.32111104731444395,1.0893482480445664,3026506
33,33,3026485,265 East 66th Street #5F,"['40.76580048,-73.96160126']",5700,1.0,1.0,1.0,40.76580048,-73.96160126,Apartment,15,1,88,36,4,618,-0.1690775727865497,-0.9617818626180654,-0.6749076015792213,-0.7566732381120297,-0.17304783333081258,1.2546506201056338,3026485
34,34,3026483,1571 Lexington Avenue #31,"['40.78869239,-73.94852876']",2595,2.0,1.0,0.0,40.78869239,-73.94852876,Apartment,23,1,327,42,2,401,0.5892487600161086,-0.9617818626180654,1.0064418591167148,-0.6649919771799176,-0.4691742612980753,0.01773287054523199,3026483
35,35,3026482,111 First Avenue #3A,"['40.72694905,-73.98611315']",2700,2.0,1.0,0.0,40.72694905,-73.98611315,Apartment,33,22,302,273,0,453,1.5371566760194315,1.5104001554754733,0.8305684845669306,2.8647365687063977,-0.7653006892653381,0.3141371238961117,3026482
36,36,3026474,59 West 73rd Street #2B,"['40.778124,-73.977647']",3750,2.0,2.0,0.0,40.778124,-73.977647,Apartment,7,7,145,63,2,514,-0.9274039055892079,-0.25544414316276864,-0.27391630760571356,-0.3441075639175253,-0.4691742612980753,0.6618421134038744,3026474
37,37,3026460,20 Avenue C #1B,"['40.72117055,-73.98069935']",4695,3.0,1.0,0.0,40.72117055,-73.98069935,Apartment,21,7,536,41,0,436,0.39966717681544406,-0.25544414316276864,2.4767432703529098,-0.6802721873352696,-0.7653006892653381,0.21723573337755486,3026460
