,Unnamed: 0,Listing ID,Location,Lat_Long,Monthly Rental Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude,Type,num_grocers,num_nightlife,num_noise,num_restaurants,num_subways,num_trees,grocers_normalized,nightlife_normalized,noise_normalized,restaurants_normalized,subways_normalized,trees_normalized,id
181,181,3025689,601 West 57th Street #20D,"['40.77080154,-73.9917984']",2900,0.0,1.0,0.0,40.77080154,-73.9917984,Apartment,2,4,33,18,0,224,-1.4013578635908694,-0.608613002890417,-1.0618290255887464,-1.031717020908366,-0.7653006892653381,-0.9911816072068009,3025689
182,182,3018656,220 West 24th Street #2B,"['40.74499893,-73.99629974']",2980,0.0,1.0,411.0,40.74499893,-73.99629974,Apartment,25,8,129,103,17,344,0.7788303432167731,-0.13772118992021917,-0.38647526731757537,0.2671008422965554,1.7517739484563952,-0.30717179178169385,3018656
183,183,2997290,125 Delancey Street #1009,"['40.7179,-73.9881']",7477,1.0,2.0,0.0,40.7179,-73.9881,Apartment,54,27,232,175,6,384,3.5277632996264097,2.0990149216882203,0.3381230358275351,1.3672759734819004,0.12307859463645016,-0.07916851997332484,2997290
184,184,3025688,435 West 31st Street #PH3K,"['40.75230026,-73.99839783']",11083,3.0,2.0,1.0,40.75230026,-73.99839783,Apartment,5,4,323,62,0,169,-1.1169854887898725,-0.608613002890417,0.9783021191887492,-0.3593877740728773,-0.7653006892653381,-1.3046861059433084,3025688
185,185,3025687,780 Greenwich Street #4M,"['40.73669815,-74.00679779']",5222,1.0,1.0,0.0,40.73669815,-74.00679779,Apartment,10,11,102,67,0,848,-0.6430315307882111,0.21544766980742922,-0.5764185118313422,-0.2829867232961172,-0.7653006892653381,2.5656694330037557,3025687
186,186,3025683,250 West 93rd Street #6H,"['40.79270172,-73.97380066']",4195,1.0,1.0,0.0,40.79270172,-73.97380066,Apartment,16,3,255,50,6,669,-0.0742867811862174,-0.7263359561329664,0.4999265404133365,-0.5427502959371014,0.12307859463645016,1.5453547916613044,3025683
187,187,3025682,250 West 93rd Street #17D,"['40.79270172,-73.97380066']",3771,1.0,1.0,0.0,40.79270172,-73.97380066,Apartment,16,3,255,50,6,669,-0.0742867811862174,-0.7263359561329664,0.4999265404133365,-0.5427502959371014,0.12307859463645016,1.5453547916613044,3025682
188,188,3025679,145 Mulberry Street #PHE,"['40.71899281,-73.99774172']",7000,4.0,3.0,0.0,40.71899281,-73.99774172,Apartment,63,8,105,211,8,94,4.3808804240294,-0.13772118992021917,-0.5553137068853681,1.9173635390745731,0.4192050226037129,-1.7321922405840002,3025679
189,189,3025676,135 West 10th Street #16,"['40.7347889,-74.00066754']",4025,2.0,1.0,0.0,40.7347889,-74.00066754,Apartment,23,24,155,132,10,599,0.5892487600161086,1.7458460619605722,-0.20356695778579992,0.7102269368017639,0.7153314505709757,1.1463490659966586,3025676
190,190,3025670,145 Mulberry Street #2D,"['40.71899281,-73.99774172']",5800,3.0,2.0,0.0,40.71899281,-73.99774172,Apartment,63,8,105,211,8,94,4.3808804240294,-0.13772118992021917,-0.5553137068853681,1.9173635390745731,0.4192050226037129,-1.7321922405840002,3025670
191,191,3025667,14 West 90th Street #1B,"['40.78803536,-73.96849932']",3600,1.0,1.0,0.0,40.78803536,-73.96849932,Apartment,8,0,84,8,3,500,-0.8326131139888757,-1.0795048158606149,-0.7030473415071867,-1.184519122461886,-0.32111104731444395,0.5820409682709453,3025667
192,192,3025663,285 Lafayette Street #6E,"['40.72399902,-73.9957962']",23950,3.0,2.0,2.0,40.72399902,-73.9957962,Apartment,18,15,148,118,20,342,0.11529480201444718,0.6863394827776271,-0.25281150265973945,0.4963039946268356,2.195963590407289,-0.3185719553721123,3025663
193,193,3025651,314 West 89th Street #2,"['40.79100037,-73.97740173']",2850,1.0,1.0,0.0,40.79100037,-73.97740173,Apartment,7,0,54,14,3,586,-0.9274039055892079,-1.0795048158606149,-0.9140953909669277,-1.092837861529774,-0.32111104731444395,1.0722480026589387,3025651
194,194,3025648,777 6th Avenue #14C,"['40.74509811,-73.99160004']",6403,2.0,2.0,1.0,40.74509811,-73.99160004,Apartment,13,16,90,150,18,161,-0.35865915598721426,0.8040624360201766,-0.6608377316152386,0.9852707195981001,1.8998371624400265,-1.350286760304982,3025648
195,195,3018697,136 William Street #6B,"['40.70924051,-74.00643841']",5500,4.0,2.0,0.0,40.70924051,-74.00643841,Apartment,21,8,161,156,15,148,0.39966717681544406,-0.13772118992021917,-0.16135734789385173,1.0769519805302121,1.4556475204891324,-1.424387823642702,3018697
196,196,3015051,601 West 57th Street #18L,"['40.77080154,-73.9917984']",3200,0.0,1.0,0.0,40.77080154,-73.9917984,Apartment,2,4,33,18,0,224,-1.4013578635908694,-0.608613002890417,-1.0618290255887464,-1.031717020908366,-0.7653006892653381,-0.9911816072068009,3015051
197,197,3012409,10-40 River Road #12C,"['40.76480103,-73.94709778']",5723,3.0,2.0,1.0,40.76480103,-73.94709778,Apartment,2,0,5,1,0,0,-1.4013578635908694,-1.0795048158606149,-1.2588072050845045,-1.2914805935493503,-0.7653006892653381,-2.2679999293336675,3012409
198,198,3025630,305 West 50th Street #21B,"['40.76259995,-73.98619843']",6566,2.0,2.0,1.0,40.76259995,-73.98619843,Apartment,22,33,236,194,19,280,0.4944579684157763,2.805352641143517,0.3662627757555006,1.6575999664335888,2.047900376423658,-0.6719770266750843,3025630
199,199,3025629,600 Washington Street #715,"['40.73059845,-74.00930023']",7732,2.0,2.0,1.0,40.73059845,-74.00930023,Apartment,12,3,59,27,0,407,-0.45344994758754653,-0.7263359561329664,-0.8789207160569709,-0.8941951295101979,-0.7653006892653381,0.05193336131648734,3025629
200,200,3025626,307 East 44th Street #505,"['40.75090027,-73.97039795']",2325,0.0,1.0,0.0,40.75090027,-73.97039795,Apartment,9,4,81,88,0,420,-0.7378223223885434,-0.608613002890417,-0.7241521464531608,0.03789768996627514,-0.7653006892653381,0.12603442465420728,3025626
201,201,3025618,230 East 27th Street #13,"['40.74055664,-73.98000449']",4200,3.0,1.0,0.0,40.74055664,-73.98000449,Apartment,21,9,587,88,0,488,0.39966717681544406,-0.019998236677669697,2.835524954434469,0.03789768996627514,-0.7653006892653381,0.5136399867284346,3025618
202,202,3025608,444 East 75th Street #4G,"['40.76869965,-73.95279694']",2800,0.0,1.0,0.0,40.76869965,-73.95279694,Apartment,22,5,130,56,0,496,0.4944579684157763,-0.49089004964786753,-0.379440332335584,-0.4510690350049894,-0.7653006892653381,0.5592406410901084,3025608
203,203,3025606,307 East 44th Street #421,"['40.75090027,-73.97039795']",2590,0.0,1.0,0.0,40.75090027,-73.97039795,Apartment,9,4,81,88,0,420,-0.7378223223885434,-0.608613002890417,-0.7241521464531608,0.03789768996627514,-0.7653006892653381,0.12603442465420728,3025606
204,204,3025605,30 West 18th Street #9F,"['40.73899841,-73.99359894']",5250,2.0,2.0,0.0,40.73899841,-73.99359894,Apartment,11,10,116,98,4,186,-0.5482407391878789,0.09772471656487977,-0.4779294220834631,0.1906997915197953,-0.17304783333081258,-1.2077847154247514,3025605
205,205,3025603,316 East 3rd Street #PHC,"['40.72069265,-73.97892457']",4495,2.0,1.0,900.0,40.72069265,-73.97892457,Apartment,12,4,1135,13,0,333,-0.45344994758754653,-0.608613002890417,6.690669324565737,-1.108118071685126,-0.7653006892653381,-0.3698726915289953,3025603
206,206,3025599,68 East 1st Street #3A,"['40.72371601,-73.9888088']",3000,1.0,1.0,0.0,40.72371601,-73.9888088,Apartment,26,24,227,135,4,441,0.8736211348171055,1.7458460619605722,0.3029483609175783,0.7560675672678199,-0.17304783333081258,0.245736142353601,3025599
207,207,3025595,307 East 18th Street #5AC,"['40.73480678,-73.98248153']",2600,1.0,1.0,0.0,40.73480678,-73.98248153,Apartment,13,2,141,39,0,473,-0.35865915598721426,-0.844058909375516,-0.302056047533679,-0.7108326076459737,-0.7653006892653381,0.4281387598002962,3025595
208,208,3025594,888 Main Street #910,"['40.76229858,-73.94950104']",2807,0.0,1.0,500.0,40.76229858,-73.94950104,Apartment,3,0,6,4,0,0,-1.3065670719905371,-1.0795048158606149,-1.2517722701025131,-1.2456399630832942,-0.7653006892653381,-2.2679999293336675,3025594
209,209,3017191,21 West End Avenue #2411,"['40.772765,-73.990313']",3266,0.0,1.0,0.0,40.772765,-73.990313,Apartment,3,3,67,12,0,168,-1.3065670719905371,-0.7263359561329664,-0.8226412362010399,-1.1233982818404782,-0.7653006892653381,-1.3103861877385174,3017191
210,210,3021661,666 West End Avenue #12Q,"['40.79270172,-73.97450256']",2910,0.0,1.0,0.0,40.79270172,-73.97450256,Apartment,12,2,206,44,6,678,-0.45344994758754653,-0.844058909375516,0.15521472629575966,-0.6344315568692136,0.12307859463645016,1.5966555278181873,3021661
211,211,3025593,310 East 44th Street #1602,"['40.75049973,-73.97049713']",4190,1.0,1.0,0.0,40.75049973,-73.97049713,Apartment,10,3,80,62,0,426,-0.6430315307882111,-0.7263359561329664,-0.7311870814351522,-0.3593877740728773,-0.7653006892653381,0.16023491542546262,3025593
212,212,3025591,340 East 13th Street #2,"['40.73081614,-73.98404489']",2450,1.0,1.0,0.0,40.73081614,-73.98404489,Apartment,28,17,266,136,4,491,1.06320271801777,0.921785389262726,0.5773108252152415,0.771347777423172,-0.17304783333081258,0.5307402321140623,3025591
213,213,3025590,550 Riverside Drive #4F,"['40.81606468,-73.96018759']",4154,3.0,2.0,1.0,40.81606468,-73.96018759,Apartment,10,1,118,28,4,141,-0.6430315307882111,-0.9617818626180654,-0.4638595521194804,-0.8789149193548458,-0.17304783333081258,-1.4642883962091666,3025590
214,214,3025588,246 East 51st Street #9,"['40.7555432,-73.96873847']",3150,1.0,1.0,0.0,40.7555432,-73.96873847,Apartment,18,11,127,156,5,546,0.11529480201444718,0.21544766980742922,-0.4005451372815581,1.0769519805302121,-0.02498461934718122,0.8442447308505696,3025588
215,215,3025587,106 Fulton Street #5D,"['40.70960004,-74.00705163']",2350,0.0,1.0,400.0,40.70960004,-74.00705163,Apartment,22,9,238,155,21,118,0.4944579684157763,-0.019998236677669697,0.38033264571948333,1.0616717703748602,2.3440268043909205,-1.5953902774989788,3025587
216,216,3025584,1080 Amsterdam Avenue #1406,"['40.80519867,-73.96269989']",3695,0.0,1.0,0.0,40.80519867,-73.96269989,Apartment,9,4,48,45,1,463,-0.7378223223885434,-0.608613002890417,-0.9563050008588758,-0.6191513467138615,-0.6172374752817067,0.371137941848204,3025584
217,217,3025576,1214 5th Avenue #PHE,"['40.79140091,-73.95240021']",11000,2.0,2.0,0.0,40.79140091,-73.95240021,Apartment,6,0,79,11,0,264,-1.0221946971895404,-1.0795048158606149,-0.7382220164171436,-1.1386784919958302,-0.7653006892653381,-0.7631783353984318,3025576
218,218,3025575,52 Barrow Street #2C,"['40.73210144,-74.00479889']",4095,1.0,1.0,0.0,40.73210144,-74.00479889,Apartment,28,27,182,175,6,691,1.06320271801777,2.0990149216882203,-0.01362371327203308,1.3672759734819004,0.12307859463645016,1.6707565911559072,3025575
219,219,3025573,511 East 6th Street #3F,"['40.72534571,-73.98311178']",3300,2.0,1.0,0.0,40.72534571,-73.98311178,Apartment,23,14,221,156,0,407,0.5892487600161086,0.5686165295350776,0.2607387510256301,1.0769519805302121,-0.7653006892653381,0.05193336131648734,3025573
220,220,3025565,244 East 7th Street #18B,"['40.72359848,-73.97820282']",4542,3.0,1.0,0.0,40.72359848,-73.97820282,Apartment,23,14,1119,39,0,558,0.5892487600161086,0.5686165295350776,6.578110364853875,-0.7108326076459737,-0.7653006892653381,0.9126457123930803,3025565
221,221,3025558,3440 Broadway #6C,"['40.8232885,-73.95223798']",3100,3.0,1.0,1.0,40.8232885,-73.95223798,Apartment,28,4,542,37,4,661,1.06320271801777,-0.608613002890417,2.518952880244858,-0.7413930279566777,-0.17304783333081258,1.4997541372996306,3025558
222,222,2964582,505 W. 54th Street #917,"['40.76750183,-73.99019623']",2849,0.0,1.0,418.0,40.76750183,-73.99019623,Apartment,15,4,223,42,0,480,-0.1690775727865497,-0.608613002890417,0.27480862098961284,-0.6649919771799176,-0.7653006892653381,0.46803933236676076,2964582
223,223,2951585,70 Battery Place #607,"['40.70722719,-74.01757146']",3950,1.0,1.0,686.0,40.70722719,-74.01757146,Apartment,4,1,46,12,3,408,-1.2117762803902048,-0.9617818626180654,-0.9703748708228586,-1.1233982818404782,-0.32111104731444395,0.05763344311169657,2951585
224,224,3025556,156 Mott Street #4,"['40.71942094,-73.99607143']",6495,2.0,2.0,1.0,40.71942094,-73.99607143,Apartment,66,13,140,218,5,170,4.665252798830397,0.45089357629252813,-0.30909098251567035,2.024325010162037,-0.02498461934718122,-1.298986024148099,3025556
225,225,3025555,936 West End Avenue #E5,"['40.80131432,-73.96834134']",1800,0.0,1.0,200.0,40.80131432,-73.96834134,Apartment,21,6,149,53,5,781,0.39966717681544406,-0.3731670964053181,-0.24577656767774808,-0.4969096654710454,-0.02498461934718122,2.1837639527247377,3025555
226,226,3025548,455 Main Street #3R,"['40.7594986,-73.95220184']",2495,0.0,1.0,529.0,40.7594986,-73.95220184,Apartment,2,0,10,5,1,0,-1.4013578635908694,-1.0795048158606149,-1.2236325301745477,-1.2303597529279422,-0.6172374752817067,-2.2679999293336675,3025548
227,227,3025543,259 West 55th Street #4A,"['40.76540538,-73.98351677']",2400,2.0,1.0,0.0,40.76540538,-73.98351677,Apartment,14,23,147,199,19,257,-0.263868364386882,1.6281231087180228,-0.2598464376417308,1.7340010172103488,2.047900376423658,-0.8030789079648964,3025543
228,228,3025540,40 River Road #5G,"['40.76480103,-73.94709778']",2650,1.0,1.0,650.0,40.76480103,-73.94709778,Apartment,2,0,5,1,0,0,-1.4013578635908694,-1.0795048158606149,-1.2588072050845045,-1.2914805935493503,-0.7653006892653381,-2.2679999293336675,3025540
229,229,3025539,115 E 96th Street #5,"['40.78646776,-73.95162161']",3200,2.0,1.0,900.0,40.78646776,-73.95162161,Apartment,11,1,119,40,4,651,-0.5482407391878789,-0.9617818626180654,-0.456824617137489,-0.6955523974906216,-0.17304783333081258,1.4427533193475384,3025539
230,230,3025536,165 Charles Street #3,"['40.73410034,-74.00969696']",5500,0.0,1.0,682.0,40.73410034,-74.00969696,Apartment,12,3,52,37,0,482,-0.45344994758754653,-0.7263359561329664,-0.9281652609309105,-0.7413930279566777,-0.7653006892653381,0.4794394959571792,3025536
231,231,3025534,80 Riverside Boulevard #5F,"['40.77508,-73.9924917']",2900,0.0,1.0,466.0,40.77508,-73.9924917,Apartment,0,1,11,1,0,24,-1.590939446791534,-0.9617818626180654,-1.2165975951925563,-1.2914805935493503,-0.7653006892653381,-2.1311979662486458,3025534
232,232,3025530,325 East 34th Street #E1,"['40.74456841,-73.97464412']",3100,2.0,2.0,950.0,40.74456841,-73.97464412,Apartment,8,6,110,37,0,419,-0.8326131139888757,-0.3731670964053181,-0.5201390319754113,-0.7413930279566777,-0.7653006892653381,0.12033434285899805,3025530
233,233,3025529,445 Fifth Avenue #27DI,"['40.75159836,-73.98179626']",3250,1.0,1.0,620.0,40.75159836,-73.98179626,Apartment,12,14,80,202,6,182,-0.45344994758754653,0.5686165295350776,-0.7311870814351522,1.779841647676405,0.12307859463645016,-1.2305850426055884,3025529
234,234,3025527,103 Saint Marks Place #A,"['40.72736326,-73.98421529']",7500,4.0,1.0,0.0,40.72736326,-73.98421529,Apartment,26,23,316,211,0,454,0.8736211348171055,1.6281231087180228,0.9290575743148097,1.9173635390745731,-0.7653006892653381,0.3198372056913209,3025527
235,235,3011234,250 West 93rd Street #PHE,"['40.79270172,-73.97380066']",3500,0.0,1.0,539.0,40.79270172,-73.97380066,Apartment,16,3,255,50,6,669,-0.0742867811862174,-0.7263359561329664,0.4999265404133365,-0.5427502959371014,0.12307859463645016,1.5453547916613044,3011234
236,236,2967397,10 Sheridan Square #11F,"['40.73331769,-74.0022299']",4790,1.0,1.0,800.0,40.73331769,-74.0022299,Apartment,23,30,212,189,11,660,0.5892487600161086,2.4521837814158687,0.19742433618770786,1.5811989156568287,0.863394664554607,1.4940540555044213,2967397
237,237,3025495,340 East 23rd Street #PH3D,"['40.73695542,-73.97944626']",11995,3.0,3.0,1.0,40.73695542,-73.97944626,Apartment,15,2,88,30,0,438,-0.1690775727865497,-0.844058909375516,-0.6749076015792213,-0.8483544990441418,-0.7653006892653381,0.22863589696797332,3025495
238,238,3025494,141 East 26th Street #6-5,"['40.74129868,-73.98269653']",2595,1.0,1.0,0.0,40.74129868,-73.98269653,Apartment,27,12,540,144,7,404,0.9684119264174378,0.3331706230499787,2.5048830102808752,0.893589458665988,0.2711418086200815,0.034833115930859665,3025494
239,239,3025491,323 Bleecker Street #12,"['40.73329926,-74.0039978']",2795,2.0,1.0,0.0,40.73329926,-74.0039978,Apartment,24,26,228,161,5,733,0.6840395516164409,1.981291968445671,0.3099832958995697,1.1533530313069724,-0.02498461934718122,1.9101600265546947,3025491
240,240,3025485,315 West 21st Street #52,"['40.74459839,-74.00019836']",2925,0.0,1.0,0.0,40.74459839,-74.00019836,Apartment,24,7,132,85,7,497,0.6840395516164409,-0.25544414316276864,-0.36537046237160126,-0.00794294049978091,0.2711418086200815,0.5649407228853176,3025485
241,241,3025481,234 West 13th Street #69,"['40.73849869,-74.0019989']",3000,0.0,1.0,0.0,40.73849869,-74.0019989,Apartment,30,12,141,114,17,535,1.2527843012184345,0.3331706230499787,-0.302056047533679,0.43518315400542756,1.7517739484563952,0.7815438311032682,3025481
242,242,3025477,234 West 13th Street #44,"['40.73849869,-74.0019989']",3500,1.0,1.0,0.0,40.73849869,-74.0019989,Apartment,30,12,141,114,17,535,1.2527843012184345,0.3331706230499787,-0.302056047533679,0.43518315400542756,1.7517739484563952,0.7815438311032682,3025477
243,243,3025476,23 West 84th Street #2,"['40.78472873,-73.97149444']",2650,1.0,1.0,0.0,40.78472873,-73.97149444,Apartment,5,1,64,42,5,502,-1.1169854887898725,-0.9617818626180654,-0.843746041147014,-0.6649919771799176,-0.02498461934718122,0.5934411318613637,3025476
244,244,3025475,260 Audobon Avenue #8M,"['40.84680375,-73.93282255']",2295,1.0,1.0,0.0,40.84680375,-73.93282255,Apartment,27,0,302,23,2,364,0.9684119264174378,-1.0795048158606149,0.8305684845669306,-0.955315970131606,-0.4691742612980753,-0.19317015587750935,3025475
245,245,3025474,260 Audobon Avenue #18R,"['40.84680375,-73.93282255']",3195,3.0,2.0,0.0,40.84680375,-73.93282255,Apartment,27,0,302,23,2,364,0.9684119264174378,-1.0795048158606149,0.8305684845669306,-0.955315970131606,-0.4691742612980753,-0.19317015587750935,3025474
246,246,3025471,101 Charles Street #3FVV,"['40.73474486,-74.00549549']",3200,0.0,1.0,0.0,40.73474486,-74.00549549,Apartment,20,25,178,114,5,780,0.30487638521511173,1.8635690152031217,-0.04176345319999854,0.43518315400542756,-0.02498461934718122,2.1780638709295284,3025471
247,247,3025468,551 West 149th Street #20,"['40.82876215,-73.94750768']",2500,2.0,1.0,0.0,40.82876215,-73.94750768,Apartment,24,3,609,34,0,729,0.6840395516164409,-0.7263359561329664,2.9902935240382793,-0.7872336584227337,-0.7653006892653381,1.887359699373858,3025468
248,248,3023180,23 West 56th Street #3R,"['40.76305999,-73.9757056']",4850,3.0,1.0,1.0,40.76305999,-73.9757056,Apartment,9,11,59,163,13,213,-0.7378223223885434,0.21544766980742922,-0.8789207160569709,1.1839134516176764,1.1595210925218697,-1.0538825069541025,3023180
249,249,3023663,1 Dutch Street #12B1,"['40.70930099,-74.00779724']",5885,2.0,2.0,996.0,40.70930099,-74.00779724,Apartment,25,10,241,168,22,84,0.7788303432167731,0.09772471656487977,0.4014374506654574,1.2603145023944364,2.492090018374552,-1.7891930585360925,3023663
250,250,3025466,210 West 82nd Street #1R,"['40.78521593,-73.97777388']",2700,1.0,1.0,0.0,40.78521593,-73.97777388,Apartment,11,16,174,89,4,653,-0.5482407391878789,0.8040624360201766,-0.06990319312796399,0.05317790012162715,-0.17304783333081258,1.4541534829379568,3025466
251,251,3025462,2-26 East 26th Street #3A,"['40.74224577,-73.98797929']",4950,3.0,1.0,0.0,40.74224577,-73.98797929,Apartment,14,7,156,149,15,192,-0.263868364386882,-0.25544414316276864,-0.19653202280380855,0.9699905094427481,1.4556475204891324,-1.173584224653496,3025462
252,252,3025461,215 E 96th Street #8M,"['40.78499985,-73.9484024']",3350,0.0,1.0,0.0,40.78499985,-73.9484024,Apartment,14,3,132,32,8,417,-0.263868364386882,-0.7263359561329664,-0.36537046237160126,-0.8177940787334378,0.4192050226037129,0.1089341792685796,3025461
253,253,3025460,215 E 96th Street #16E,"['40.78499985,-73.9484024']",6475,2.0,2.0,0.0,40.78499985,-73.9484024,Apartment,14,3,132,32,8,417,-0.263868364386882,-0.7263359561329664,-0.36537046237160126,-0.8177940787334378,0.4192050226037129,0.1089341792685796,3025460
254,254,3025454,65 Bank Street #1,"['40.73694345,-74.0044817']",4200,1.0,1.0,0.0,40.73694345,-74.0044817,Apartment,18,11,100,85,0,820,0.11529480201444718,0.21544766980742922,-0.5904883817953249,-0.00794294049978091,-0.7653006892653381,2.4060671427378972,3025454
255,255,3025453,35 Bedford Street #30,"['40.7294942,-74.00400854']",3588,1.0,1.0,0.0,40.7294942,-74.00400854,Apartment,17,18,171,186,11,643,0.020504010414114888,1.0395083425052754,-0.09100799807393808,1.5353582851907728,0.863394664554607,1.3971526649858645,3025453
256,256,3025451,626 1st Avenue #W42G,"['40.74440002,-73.97200012']",7833,2.0,2.0,0.0,40.74440002,-73.97200012,Apartment,1,0,41,9,0,245,-1.4961486551912018,-1.0795048158606149,-1.0055495457328154,-1.169238912306534,-0.7653006892653381,-0.8714798895074072,3025451
257,257,3025449,750 Columbus Avenue #8J,"['40.79339981,-73.96779633']",5738,2.0,2.0,1.0,40.79339981,-73.96779633,Apartment,13,1,129,30,0,496,-0.35865915598721426,-0.9617818626180654,-0.38647526731757537,-0.8483544990441418,-0.7653006892653381,0.5592406410901084,3025449
258,258,3025448,730 Columbus Avenue #15A,"['40.79259872,-73.96820068']",3516,1.0,1.0,650.0,40.79259872,-73.96820068,Apartment,10,1,145,27,1,564,-0.6430315307882111,-0.9617818626180654,-0.27391630760571356,-0.8941951295101979,-0.6172374752817067,0.9468462031643357,3025448
259,259,3025447,777 6th Avenue #20F,"['40.74509811,-73.99160004']",4356,1.0,1.0,620.0,40.74509811,-73.99160004,Apartment,13,16,90,150,18,161,-0.35865915598721426,0.8040624360201766,-0.6608377316152386,0.9852707195981001,1.8998371624400265,-1.350286760304982,3025447
260,260,3025446,500 West 23rd Street #4E,"['40.74760056,-74.00469971']",4921,1.0,1.0,642.0,40.74760056,-74.00469971,Apartment,7,4,98,27,0,409,-0.9274039055892079,-0.608613002890417,-0.6045582517593077,-0.8941951295101979,-0.7653006892653381,0.06333352490690579,3025446
261,261,3013136,100 West 31st Street #25D,"['40.7478981,-73.98960114']",3475,0.0,1.0,0.0,40.7478981,-73.98960114,Apartment,14,24,193,209,17,72,-0.263868364386882,1.7458460619605722,0.06376057152987193,1.8868031187638692,1.7517739484563952,-1.857594040078603,3013136
262,262,3020665,100 West 31st Street #14I,"['40.7478981,-73.98960114']",4400,1.0,1.0,0.0,40.7478981,-73.98960114,Apartment,14,24,193,209,17,72,-0.263868364386882,1.7458460619605722,0.06376057152987193,1.8868031187638692,1.7517739484563952,-1.857594040078603,3020665
263,263,3025405,72 Bedford Street #6C,"['40.73149872,-74.00469971']",3665,1.0,1.0,0.0,40.73149872,-74.00469971,Apartment,25,24,155,183,7,677,0.7788303432167731,1.7458460619605722,-0.20356695778579992,1.4895176547247166,0.2711418086200815,1.5909554460229782,3025405
264,264,3025404,21 West 86th Street #6F,"['40.7859993,-73.97029877']",6750,2.0,2.0,1.0,40.7859993,-73.97029877,Apartment,5,1,72,31,5,506,-1.1169854887898725,-0.9617818626180654,-0.7874665612910832,-0.8330742888887898,-0.02498461934718122,0.6162414590422006,3025404
265,265,3025403,70 Battery Place #306,"['40.70722719,-74.01757146']",3380,1.0,1.0,669.0,40.70722719,-74.01757146,Apartment,4,1,46,12,3,408,-1.2117762803902048,-0.9617818626180654,-0.9703748708228586,-1.1233982818404782,-0.32111104731444395,0.05763344311169657,3025403
266,266,3025402,111 First Avenue #3,"['40.72694905,-73.98611315']",2650,1.0,1.0,0.0,40.72694905,-73.98611315,Apartment,33,22,302,273,0,453,1.5371566760194315,1.5104001554754733,0.8305684845669306,2.8647365687063977,-0.7653006892653381,0.3141371238961117,3025402
267,267,3025399,145 West 10th Street #6D,"['40.73472577,-74.00105724']",7995,4.0,2.0,0.0,40.73472577,-74.00105724,Apartment,26,27,164,139,10,638,0.8736211348171055,2.0990149216882203,-0.14025254294787762,0.817188407889228,0.7153314505709757,1.3686522560098184,3025399
268,268,3025398,304 East 20th Street #2A,"['40.73559952,-73.98190308']",3250,1.0,1.0,0.0,40.73559952,-73.98190308,Apartment,23,3,354,38,0,475,0.5892487600161086,-0.7263359561329664,1.1963851036304816,-0.7261128178013256,-0.7653006892653381,0.43953892339071465,3025398
269,269,3025395,317 West 29th Street #3B,"['40.7496654,-73.99662184']",1895,0.0,1.0,0.0,40.7496654,-73.99662184,Apartment,11,11,177,43,3,137,-0.5482407391878789,0.21544766980742922,-0.0487983881819899,-0.6497117670245656,-0.32111104731444395,-1.4870887233900034,3025395
270,270,3025388,507 West 28th Street #505,"['40.75130081,-74.00240326']",4226,1.0,1.0,0.0,40.75130081,-74.00240326,Apartment,4,6,106,42,0,172,-1.2117762803902048,-0.3731670964053181,-0.5482787719033767,-0.6649919771799176,-0.7653006892653381,-1.2875858605576807,3025388
271,271,3025384,70 Pine Street #727,"['40.70650101,-74.00769806']",5040,1.0,2.0,0.0,40.70650101,-74.00769806,Apartment,13,10,302,133,15,189,-0.35865915598721426,0.09772471656487977,0.8305684845669306,0.7255071469571158,1.4556475204891324,-1.1906844700391237,3025384
272,272,3025383,70 Pine Street #1519,"['40.70650101,-74.00769806']",9750,3.0,3.0,0.0,40.70650101,-74.00769806,Apartment,13,10,302,133,15,189,-0.35865915598721426,0.09772471656487977,0.8305684845669306,0.7255071469571158,1.4556475204891324,-1.1906844700391237,3025383
273,273,3025381,507 West 28th Street #16C,"['40.75130081,-74.00240326']",4395,1.0,1.0,0.0,40.75130081,-74.00240326,Apartment,4,6,106,42,0,172,-1.2117762803902048,-0.3731670964053181,-0.5482787719033767,-0.6649919771799176,-0.7653006892653381,-1.2875858605576807,3025381
274,274,2955206,200 E 82nd Street #23F,"['40.77590179,-73.95570374']",4033,1.0,1.0,567.0,40.77590179,-73.95570374,Apartment,21,7,164,111,1,551,0.39966717681544406,-0.25544414316276864,-0.14025254294787762,0.3893425235393715,-0.6172374752817067,0.8727451398266157,2955206
275,275,3018655,220 West 24th Street #4Q,"['40.74499893,-73.99629974']",3115,0.0,1.0,375.0,40.74499893,-73.99629974,Apartment,25,8,129,103,17,344,0.7788303432167731,-0.13772118992021917,-0.38647526731757537,0.2671008422965554,1.7517739484563952,-0.30717179178169385,3018655
276,276,3025378,43 West 16th Street #2H,"['40.73854636,-73.99499857']",3645,1.0,1.0,0.0,40.73854636,-73.99499857,Apartment,12,5,145,81,12,250,-0.45344994758754653,-0.49089004964786753,-0.27391630760571356,-0.06906378112118898,1.0114578785382384,-0.8429794805313611,3025378
277,277,3025377,32 Beekman Place #5,"['40.75379635,-73.96461379']",4275,3.0,1.0,0.0,40.75379635,-73.96461379,Apartment,6,2,63,19,0,379,-1.0221946971895404,-0.844058909375516,-0.8507809761290054,-1.016436810753014,-0.7653006892653381,-0.10766892894937097,3025377
