,Listing ID,Location,Lat_Long,Monthly Rental Price,Bedrooms,Bathrooms,Square Footage
563,2999114,666 West End Avenue #20M,"['40.79270172,-73.97450256']",2995,0.0,1.0,0.0
564,3024061,120 West 21st Street #411,"['40.7419014,-73.99490356']",4406,1.0,1.0,633.0
565,3024060,120 West 21st Street #309,"['40.7419014,-73.99490356']",4248,1.0,1.0,590.0
566,3024058,572 11th Avenue #8R,"['40.76160049,-73.99739838']",4500,1.0,1.0,0.0
567,3024057,572 11th Avenue #5C,"['40.76160049,-73.99739838']",3000,0.0,1.0,0.0
568,3024056,572 11th Avenue #7F,"['40.76160049,-73.99739838']",5142,1.0,1.0,0.0
569,3024055,550 West 54th Street #2130,"['40.7677002,-73.99210358']",7494,2.0,2.0,0.0
570,3024049,550 W 45th Street #633,"['40.76190186,-73.99590302']",5375,2.0,2.0,0.0
571,3024046,301 East 21st Street #7B,"['40.73669815,-73.98130035']",5150,2.0,1.0,765.0
572,3019654,253 West 72nd Street #1410,"['40.77980042,-73.9835968']",2275,0.0,1.0,0.0
573,2993625,525 W 52nd Street #18AN,"['40.76670074,-73.99189758']",5400,2.0,2.0,870.0
574,3024042,245 West 75th Street #APT1C,"['40.78163757,-73.98218756']",2950,1.0,1.0,0.0
575,3024041,3155 Broadway #11,"['40.81471404,-73.95951282']",3369,3.0,2.0,1.0
576,3024037,181 West 4th Street #2,"['40.73252721,-74.0016706']",5900,2.0,1.0,0.0
577,3024031,346 East 49th Street #4C,"['40.75327563,-73.96726332']",2400,0.0,1.0,500.0
578,3024029,313 First Avenue #3F,"['40.734038,-73.98091573']",2500,2.0,1.0,0.0
579,3024023,346 West 36th Street #4,"['40.7540377,-73.99444156']",2100,1.0,1.0,450.0
580,3024016,159 West 118th Street #2G,"['40.80450058,-73.95110321']",4000,2.0,2.0,0.0
581,3024012,459 West Broadway #4S,"['40.72610092,-74.00019836']",22000,2.0,2.0,3.0
582,3024005,480 Main Street #8N,"['40.7594986,-73.95079803']",2650,0.0,1.0,0.0
583,3024002,809 Madison Avenue #3A,"['40.76898925,-73.96712202']",4500,1.0,1.0,0.0
584,3023997,515 East 72nd Street #5D,"['40.76689911,-73.95269775']",8250,2.0,2.0,1.0
585,3010523,450 West 17th Street #915,"['40.74349976,-74.00640106']",4890,0.0,1.0,0.0
586,3017267,230 West 113rd Street #2D,"['40.80149653,-73.95502037']",3116,3.0,1.0,1.0
587,3023994,30 Morningside Drive #204,"['40.80479813,-73.9611969']",5829,2.0,2.0,1.0
588,3023993,500 W 56th Street #601,"['40.76810074,-73.98970032']",4005,1.0,1.0,0.0
589,3023992,605 W 42nd Street #31A,"['40.76139832,-73.99890137']",6085,2.0,2.0,0.0
590,3023991,605 W 42nd Street #39U,"['40.76139832,-73.99890137']",4285,1.0,1.0,0.0
591,3023990,550 West 54th Street #1528,"['40.7677002,-73.99210358']",3845,1.0,1.0,0.0
592,3023987,120 West 21st Street #613,"['40.7419014,-73.99490356']",4503,1.0,1.0,670.0
593,3023985,20 Waterside Plaza #B640,"['40.73740005,-73.97329712']",2600,0.0,1.0,497.0
594,3023986,550 West 54th Street #953,"['40.7677002,-73.99210358']",5156,2.0,2.0,0.0
595,3023984,120 West 21st Street #307,"['40.7419014,-73.99490356']",4299,1.0,1.0,602.0
596,3023981,120 West 21st Street #1012,"['40.7419014,-73.99490356']",4329,1.0,1.0,607.0
597,3023982,550 West 54th Street #1012,"['40.7677002,-73.99210358']",3231,0.0,1.0,0.0
598,3018333,240 East 86th Street #6D,"['40.77799988,-73.95259857']",4300,1.0,1.0,0.0
599,3014110,77 West 24th Street #28D,"['40.74368984,-73.99173942']",4593,1.0,1.0,710.0
600,3023980,550 West 54th Street #814,"['40.7677002,-73.99210358']",4203,1.0,1.0,0.0
601,3023979,1 Minetta Lane #GRFL,"['40.73006792,-74.00090563']",3600,1.0,1.0,0.0
602,3023977,205 E 92nd Street #11H,"['40.7826004,-73.95030212']",7905,2.0,2.0,0.0
603,3023976,784 Columbus Avenue #4L,"['40.794303,-73.967383']",2271,0.0,1.0,500.0
604,3023971,45 West 139th Street #LA,"['40.81658425,-73.93733289']",2250,1.0,1.0,0.0
605,3023960,565 West 215th Street #21,"['40.87139507,-73.91821539']",2395,2.0,1.0,0.0
606,3023948,335 East 33rd Street #5D,"['40.74369835,-73.97479602']",2000,1.0,1.0,525.0
607,3023947,163 West 17th Street #2/D,"['40.74052816,-73.99783842']",4900,2.0,1.0,0.0
608,3023945,237 East 33rd Street #4E,"['40.74464851,-73.97706203']",2500,2.0,1.0,625.0
609,3023944,235 East 18th Street 1-GARDEN,"['40.7353367,-73.98370463']",9000,2.0,2.0,0.0
610,3023936,376 West 127th Street #2,"['40.81248558,-73.95295018']",2500,2.0,1.0,750.0
611,2999749,250 E Houston Street #PHD,"['40.7220993,-73.98490143']",6200,2.0,2.0,0.0
612,2978453,1065 Second Avenue #9F,"['40.75883419,-73.9657239']",6965,1.0,1.0,830.0
613,3023926,21 Magaw Place #6F,"['40.8515601,-73.93729632']",2148,2.0,1.0,675.0
614,3023925,302 East 96th Street #2A,"['40.78379822,-73.94670105']",6350,2.0,2.0,1.0
615,3023924,120 West 21st Street #313,"['40.7419014,-73.99490356']",4472,1.0,1.0,670.0
616,3023923,105 W 29th Street #42D,"['40.74710083,-73.99030304']",7587,2.0,2.0,957.0
617,3023919,605 W 42nd Street #31F,"['40.76139832,-73.99890137']",4430,1.0,1.0,0.0
618,3023918,605 W 42nd Street #51D,"['40.76139832,-73.99890137']",3214,0.0,1.0,0.0
619,3023917,40 Waterside Plaza #D180,"['40.73849869,-73.97290039']",4200,2.0,1.0,867.0
620,3023916,40 Waterside Plaza #D48,"['40.73849869,-73.97290039']",2995,1.0,1.0,649.0
621,3023915,120 West 21st Street #913,"['40.7419014,-73.99490356']",4900,1.0,1.0,670.0
622,3023913,120 West 21st Street #415,"['40.7419014,-73.99490356']",4562,1.0,1.0,558.0
623,3023911,252 East 2nd Street #5D,"['40.72139299,-73.98137391']",4000,2.0,1.0,0.0
624,3017724,160 Madison Avenue #12B,"['40.74699095,-73.98397606']",6323,2.0,2.0,1.0
625,3007003,66 West 38th Street #6A,"['40.7519989,-73.98570251']",5695,2.0,2.0,0.0
626,3023906,750 Columbus Avenue #4K,"['40.79339981,-73.96779633']",5697,2.0,2.0,1.0
627,3023905,400 West 37th Street #7G,"['40.75519943,-73.99549866']",2536,0.0,1.0,412.0
628,3023903,101 Warren Street #1860,"['40.71569824,-74.01229858']",15000,3.0,3.0,2.0
629,3023901,143 West 113rd Street #1,"['40.80122408,-73.95320736']",2575,2.0,1.0,750.0
630,3023892,24 Avenue C #TWO,"['40.72126386,-73.98060553']",2587,1.0,1.0,0.0
631,3023889,1883 Amsterdam Avenue #2,"['40.83030279,-73.94349908']",2150,2.0,1.0,0.0
632,3023873,610 West 163rd Street #CC,"['40.83788621,-73.94306258']",2200,2.0,1.0,0.0
633,3023870,134 First Avenue #8,"['40.72767352,-73.98501258']",3600,2.0,1.0,0.0
634,3023869,545 West 162nd Street #56,"['40.83706489,-73.94174422']",2950,4.0,1.0,0.0
635,3023868,232 East 95th Street #2C,"['40.78362826,-73.94830879']",2100,0.0,1.0,0.0
636,3023864,167 Mott Street #2D,"['40.71979904,-73.99639893']",3300,2.0,1.0,0.0
637,2976821,55 West 25th Street #PHC,"['40.74430084,-73.99120331']",8300,2.0,2.0,0.0
638,3015586,24 Fifth Avenue #1409,"['40.73320007,-73.99629974']",4695,1.0,1.0,0.0
639,3023803,127 East 30th Street #14B,"['40.74430084,-73.98190308']",5350,3.0,2.0,1.0
640,3023801,162 West 80th Street #1A,"['40.78340149,-73.97750092']",2925,1.0,1.0,0.0
641,3023799,255 West 75th Street #2G,"['40.78172543,-73.98240419']",2750,1.0,1.0,0.0
642,3023796,42 West 73rd Street #3F,"['40.77766793,-73.9778775']",2740,1.0,1.0,0.0
643,3023790,307 East 105th Street #5S,"['40.78988884,-73.94219719']",3300,3.0,1.0,850.0
644,3023789,331 West 76th Street #2A,"['40.78313917,-73.98375792']",2800,1.0,1.0,0.0
645,3023777,136 East 28th Street #55RW,"['40.74225873,-73.98212591']",2095,1.0,1.0,0.0
646,3023773,308 East 78th Street #A21,"['40.77219652,-73.95506544']",2995,2.0,1.0,0.0
647,3023769,209 East 81st Street #4FS,"['40.77557004,-73.95567695']",1895,0.0,1.0,0.0
648,3023768,247 West 87th Street #6F,"['40.7891157,-73.97533857']",4325,1.0,1.0,781.0
649,3023763,86 Horatio Street #4,"['40.73857367,-74.00754546']",2100,0.0,1.0,0.0
650,2993791,70 West 93rd Street #7019A,"['40.79050064,-73.96880341']",3733,1.0,1.0,0.0
651,3003133,535 West 23rd Street #SPH2R,"['40.74850082,-74.00530243']",4890,1.0,1.0,0.0
652,3023748,202 West 98th Street #2A,"['40.79539871,-73.9701004']",1895,0.0,1.0,0.0
653,3023745,540 West 50th Street #5B,"['40.76525818,-73.99374389']",2425,0.0,1.0,0.0
654,3023734,226 East 75th Street #5A,"['40.7710147,-73.95815304']",2695,1.0,1.0,0.0
655,3023730,341 West 11th Street #PHH,"['40.7357136,-74.00806113']",7500,1.0,2.0,0.0
656,3023728,515 East 72nd Street #29B,"['40.76689911,-73.95269775']",6995,2.0,2.0,1.0
657,3023704,1510 Lexington Avenue #4P,"['40.78703272,-73.95055591']",2765,0.0,1.0,0.0
658,3023698,9 West 31st Street #11E,"['40.74708736,-73.98667557']",5533,2.0,2.0,1.0
659,3023696,8 West 71st Street #3B,"['40.775612,-73.97723911']",3000,0.0,1.0,0.0
660,3023688,248 West 21st Street #5B,"['40.74343486,-73.99861783']",4800,2.0,2.0,1.0
661,3023687,10 E 29th Street #29B,"['40.74459839,-73.98619843']",7380,2.0,2.0,0.0
662,3023684,10 W 65th Street #1A,"['40.77199936,-73.9803009']",3499,0.0,0.0,616.0
663,3018098,10-40 River Road #4021C,"['40.76480103,-73.94709778']",5500,3.0,2.0,1.0
664,2986293,140 Riverside Boulevard #521,"['40.77700043,-73.98860168']",2783,0.0,1.0,515.0
665,3023676,600 West 141st Street #65,"['40.8238514,-73.95280484']",1790,1.0,1.0,0.0
666,3023667,1 Dutch Street #9E,"['40.70930099,-74.00779724']",4895,1.0,1.0,933.0
667,3023666,618 West 164th Street #2,"['40.83860016,-73.94270325']",2475,2.0,1.0,0.0
668,3023664,329 Third Avenue #40,"['40.73968964,-73.98211939']",3400,2.0,1.0,0.0
669,3018096,625 West 57th Street #1057,"['40.77109909,-73.99269867']",4300,1.0,1.0,0.0
670,3016315,625 West 57th Street #470,"['40.77109909,-73.99269867']",2995,0.0,1.0,0.0
671,3021556,308 West 30th Street #5G,"['40.74980164,-73.99620056']",3500,2.0,1.0,0.0
672,3023624,95 Wall Street #621,"['40.70460129,-74.00749969']",3542,0.0,1.0,557.0
673,3023623,314 West 39th Street #2W,"['40.75549228,-73.99215304']",3800,2.0,1.0,0.0
674,3023622,67 Wall Street #2F,"['40.70550156,-74.00839996']",2507,0.0,1.0,421.0
675,3023617,426 E 9th Street #5D,"['40.72745377,-73.98371016']",2950,1.0,1.0,0.0
676,3023610,785 West End Avenue #9A,"['40.79684969,-73.97241023']",4050,2.0,1.0,1.0
677,3023601,55 Payson Avenue #5B,"['40.86708134,-73.92783796']",2100,1.0,1.0,0.0
678,3023598,225 East 39th Street #30H,"['40.74869919,-73.97450256']",4735,1.0,1.0,684.0
679,3023597,225 East 39th Street #19J,"['40.74869919,-73.97450256']",3397,0.0,1.0,400.0
680,3023596,225 East 39th Street #16K,"['40.74869919,-73.97450256']",3253,0.0,1.0,401.0
681,3023595,225 East 39th Street #10B,"['40.74869919,-73.97450256']",3588,0.0,1.0,524.0
682,3023585,20 Seaman Avenue #2A,"['40.86686436,-73.92760319']",1895,0.0,1.0,0.0
683,3009022,400 West 61st Street #733,"['40.77316836,-73.99127363']",8188,2.0,2.0,1.0
684,3015834,160 Madison Avenue #26F,"['40.74699095,-73.98397606']",5400,1.0,1.0,0.0
685,3023582,136 West 111st Street #2RW,"['40.79933045,-73.95379381']",3000,3.0,1.0,1.0
686,3023579,510 East Fifth Street #B,"['40.72441535,-73.98389129']",1975,0.0,1.0,0.0
687,3023578,265 East 66th Street #25G,"['40.76580048,-73.96160126']",5000,1.0,1.0,985.0
688,3023569,400 West 12th Street #16A,"['40.73730087,-74.00939941']",19000,2.0,2.0,1.0
689,3023567,523 West 135th Street #B2,"['40.81984175,-73.95373622']",2375,2.0,1.0,0.0
690,3023565,256 Seaman Avenue #3D,"['40.87218277,-73.91817103']",2110,1.0,1.0,0.0
691,3023564,1 Columbus Place #N7N,"['40.76919937,-73.98529816']",3162,0.0,1.0,0.0
692,3023560,612 West 137th Street #65,"['40.82160169,-73.95520911']",1750,1.0,1.0,0.0
693,3023541,520 East 84th Street #4M,"['40.77389908,-73.9469986']",2050,0.0,1.0,410.0
694,3023540,405 West 54th Street #4A,"['40.76639938,-73.98760223']",1938,0.0,1.0,0.0
695,3023532,136 West 111st Street #3RW,"['40.79933045,-73.95379381']",3200,3.0,1.0,1.0
696,3016382,50 West Street #24B,"['40.70776029,-74.01499377']",16500,3.0,3.0,2.0
697,3021888,199 Bleecker Street #4,"['40.72954367,-74.00145765']",4495,2.0,1.0,0.0
698,3023527,335 East 22nd Street #5A,"['40.73666725,-73.97957625']",1900,0.0,1.0,0.0
699,3023524,24 Avenue C #5,"['40.72126386,-73.98060553']",2683,1.0,1.0,0.0
700,3023515,405 Edgecombe Avenue #C6,"['40.82899857,-73.94029999']",2175,3.0,1.0,0.0
701,3023512,194 East 2nd Street #2K,"['40.72230148,-73.98370361']",4800,2.0,1.0,0.0
702,3023504,335 East 54th Street #5F,"['40.75697493,-73.96515353']",2800,1.0,1.0,0.0
703,3023496,545 West 20th Street #PHA,"['40.74689301,-74.00753918']",20000,3.0,3.0,2.0
704,3023493,800 Fifth Avenue #11A,"['40.76549911,-73.9713974']",6100,1.0,1.0,0.0
705,3023488,306 West 78th Street #4A,"['40.78369614,-73.98234228']",2650,1.0,1.0,0.0
706,3023487,235 West 22nd Street #6X,"['40.74416494,-73.99729337']",2950,0.0,1.0,0.0
707,3023050,101 W 25th Street #2,"['40.74437879,-73.9920533']",5500,3.0,2.0,1.0
708,3023486,35 West 20th Street #3,"['40.74072833,-73.99289456']",9000,2.0,2.0,1.0
709,3024098,242 West 53rd Street #46E,"['40.7635994,-73.98400116']",7695,2.0,1.0,1.0
710,2976796,101 W End Avenue #29A,"['40.77510071,-73.98840332']",7240,3.0,2.0,1.0
711,3023485,211 East 48th Street #1,"['40.75446507,-73.97084687']",6400,0.0,0.0,1.0
712,3023483,428 West 44th Street #2F,"['40.76009803,-73.99315239']",2695,0.0,1.0,0.0
713,3023478,12 West 104th Street #2RS,"['40.79688788,-73.96193267']",3295,2.0,1.0,0.0
714,3023477,592 Third Avenue #5RN,"['40.74880116,-73.97628825']",2700,2.0,1.0,0.0
715,3023473,172 Waverly Place #1C,"['40.73399841,-74.00137115']",3600,1.0,1.0,0.0
716,3023471,251 West 117th Street #3G,"['40.8046898,-73.9556053']",4431,2.0,2.0,0.0
717,3023470,409 East 87th Street #1,"['40.77745249,-73.94805723']",1950,0.0,1.0,0.0
718,3023469,251 West 117th Street #7E,"['40.8046898,-73.9556053']",3425,1.0,1.0,0.0
719,3023466,251 West 117th Street #2C,"['40.8046898,-73.9556053']",2631,0.0,1.0,0.0
720,3023465,1 West End Avenue #18D,"['40.77199936,-73.99060059']",13000,3.0,3.0,2.0
721,3023463,263 Bowery #4,"['40.72334028,-73.99248874']",8000,2.0,2.0,1.0
722,3003882,222 East 44th Street #16D,"['40.75130081,-73.97290039']",3925,0.0,1.0,0.0
723,3017762,435 West 31st Street #38G,"['40.75230026,-73.99839783']",4725,1.0,1.0,659.0
724,3012123,240 East 27th Street #21E,"['40.74020004,-73.979599']",3558,1.0,1.0,574.0
725,3023442,201 East 35th Street #9ABC,"['40.74640792,-73.97716969']",8100,5.0,3.0,2.0
726,3023441,240 West 73rd Street #506,"['40.77970123,-73.98269653']",3499,1.0,1.0,0.0
727,3023440,116 John Street #2902,"['40.70750046,-74.00589752']",3254,1.0,1.0,0.0
728,3023439,225 Fifth Avenue #5F,"['40.74359894,-73.98760223']",8700,2.0,2.0,1.0
729,3023436,347 East 62nd Street GARDEN-APT,"['40.76201304,-73.96126674']",3500,1.0,1.0,0.0
730,3023434,825 West 187th Street #2F,"['40.85594659,-73.93814892']",2350,1.0,1.0,750.0
731,3023433,3111 Broadway #2/F,"['40.81299973,-73.96080017']",2195,0.0,1.0,0.0
732,3023431,3111 Broadway #3E/E,"['40.81299973,-73.96080017']",2131,0.0,1.0,0.0
733,3023429,116 John Street #1913,"['40.70750046,-74.00589752']",2475,0.0,1.0,0.0
734,3023428,322 East 39th Street #2B,"['40.74727977,-73.97266174']",2325,0.0,1.0,0.0
735,3023427,229 West 101st Street #3E/E,"['40.7981987,-73.96970367']",3079,2.0,1.0,0.0
736,2950423,252 South Street #63E,"['40.71020126,-73.98930359']",8833,3.0,2.0,1.0
737,2962967,227 Lexington Avenue #302,"['40.7459363,-73.97974664']",3654,1.0,1.0,0.0
738,3012105,30 Morningside Drive #414,"['40.80479813,-73.9611969']",5320,2.0,1.0,0.0
739,3023394,21 West End Avenue #4210,"['40.772765,-73.990313']",6720,2.0,2.0,0.0
740,3023378,554 West 54th Street #23B,"['40.76789856,-73.99150085']",6137,2.0,2.0,0.0
741,3023375,360 West 119th Street #4B,"['40.80707429,-73.95627367']",2800,2.0,1.0,0.0
742,3023372,605 West 112nd Street #2G,"['40.80592763,-73.96631631']",2825,1.0,1.0,0.0
743,3023371,9 West 31st Street #23G,"['40.74708736,-73.98667557']",3964,2.0,1.0,0.0
744,3023369,65 West 68th Street #9,"['40.77478633,-73.97992561']",2875,1.0,1.0,0.0
745,3023368,235 East 13th Street #1K,"['40.73224918,-73.98624916']",3750,2.0,1.0,0.0
746,3023364,235 East 13th Street #3B,"['40.73224918,-73.98624916']",3300,1.0,1.0,0.0
747,3023355,530 East 88th Street #APT3F,"['40.77643822,-73.94489153']",4200,2.0,1.0,0.0
748,3023351,150 West 76th Street #3C,"['40.78048967,-73.97867455']",2600,1.0,1.0,650.0
749,2955903,21 West End Avenue #1522,"['40.772765,-73.990313']",5563,2.0,2.0,0.0
750,3022546,211 West 56th Street #9C,"['40.76549911,-73.98149872']",3475,1.0,1.0,0.0
751,2993348,37 West 21st Street #1207,"['40.74129868,-73.99230194']",5790,1.0,1.0,775.0
752,3023234,1771 First Avenue #11,"['40.78057007,-73.9470871']",2300,2.0,1.0,0.0
753,3023228,530 East 76th Street #17C,"['40.76819992,-73.95010376']",5100,2.0,1.0,953.0
754,3023221,138 East 50th Street #27A,"['40.75600052,-73.97190094']",7300,1.0,1.0,1.0
755,3023219,171 Suffolk Street #11D,"['40.7214896,-73.98512941']",3050,0.0,1.0,0.0
756,3023217,105 W 29th Street #46G,"['40.74710083,-73.99030304']",8520,2.0,2.0,1.0
757,3023214,131 East 23rd Street #10E,"['40.73981903,-73.98476807']",2600,0.0,1.0,0.0
758,3023213,200 Water Street #2403,"['40.70729828,-74.00479889']",5169,2.0,2.0,891.0
759,3023212,200 Water Street #2102,"['40.70729828,-74.00479889']",3600,1.0,1.0,649.0
760,3023211,200 Water Street #229,"['40.70729828,-74.00479889']",3558,1.0,1.0,580.0
761,3023210,525 W 52nd Street #14AN,"['40.76670074,-73.99189758']",3643,0.0,1.0,0.0
762,3023209,50 Murray Street #1610,"['40.71360016,-74.0094986']",5800,3.0,1.0,900.0
763,3020325,453 West 43rd Street #3B,"['40.76014199,-73.99401871']",2350,0.0,1.0,400.0
764,3010818,571 West 139th Street #2,"['40.82260132,-73.95269775']",3700,3.0,1.0,0.0
765,2976424,420 East 54th Street #2304,"['40.75579834,-73.96350098']",3680,1.0,1.0,0.0
766,3023036,225 West 12th Street #2F,"['40.73782185,-74.00145423']",3595,1.0,1.0,650.0
767,3023035,821 Ninth Avenue #2C,"['40.7663226,-73.98722767']",2400,0.0,1.0,0.0
768,3023033,234 West 123rd Street #1,"['40.80807392,-73.95082926']",2250,1.0,1.0,0.0
769,3023008,449 West 22nd Street #3,"['40.74667363,-74.00321921']",5795,3.0,2.0,0.0
770,3023005,659 West 162nd Street #9,"['40.83830969,-73.94469211']",2750,2.0,1.0,0.0
771,3023003,40 Central Park South #16A,"['40.76499939,-73.97570038']",14000,2.0,2.0,1.0
772,3022994,2273 Adam Clayton Powell Boulevard #2D,"['40.81429309,-73.94398954']",2599,2.0,1.0,0.0
773,3022990,21 West End Avenue #1618,"['40.772765,-73.990313']",4000,1.0,1.0,0.0
774,3022989,21 West End Avenue #1310,"['40.772765,-73.990313']",4720,2.0,1.0,0.0
775,3022977,109 East 88th Street #4B,"['40.78136407,-73.95539506']",2700,1.0,1.0,0.0
776,3022969,18 Avenue A #5A,"['40.72269187,-73.98564504']",4400,3.0,1.0,0.0
777,3020686,635 West 42nd Street #33J,"['40.76200104,-73.99980164']",5500,3.0,2.0,0.0
778,2993843,229 Chrystie Street #738,"['40.7234993,-73.99160004']",5031,1.0,1.0,0.0
779,3022965,808 Columbus Avenue #11N,"['40.79529953,-73.96620178']",2962,0.0,1.0,412.0
780,3022955,505 W. 54th Street #722,"['40.76750183,-73.99019623']",3606,1.0,1.0,674.0
781,3022954,105 W 29th Street #29A,"['40.74710083,-73.99030304']",3795,0.0,1.0,490.0
782,3022949,375 Pleasant Avenue #2A,"['40.79757109,-73.93170203']",1799,1.0,1.0,0.0
783,3022946,10 West 65th Street #4K,"['40.77199936,-73.9803009']",5223,2.0,1.0,955.0
784,3022939,20 Sickles Street #E6,"['40.86123533,-73.92815883']",1950,1.0,1.0,650.0
785,3022938,561 Lenox Avenue #33B,"['40.8166321,-73.93955831']",2750,2.0,1.0,0.0
786,3022936,665 Lenox Avenue #17,"['40.81942512,-73.93748196']",2199,2.0,1.0,0.0
787,3022933,530 West 157th Street #4A,"['40.83334131,-73.94374946']",4100,4.0,2.0,1.0
788,3022932,7 West 108th Street #D3,"['40.79983219,-73.95964829']",3900,4.0,1.0,0.0
789,3022931,54 West 14th Street #4,"['40.73680349,-73.99626887']",5600,3.0,1.0,1.0
790,3017559,222 East 34th Street #1615,"['40.74499893,-73.97730255']",4500,1.0,1.0,0.0
791,3023630,408 West 49th Street #3,"['40.76296331,-73.99006566']",4500,3.0,1.0,900.0
792,3022929,7 West 108th Street #A1,"['40.79983219,-73.95964829']",4250,4.0,2.0,0.0
793,3022925,765 Washington Street #3E,"['40.73739614,-74.0079603']",2100,0.0,1.0,0.0
794,3022919,40 Harrison Street #4014F,"['40.7181015,-74.01119995']",4895,1.0,1.0,0.0
795,3022917,15 Cliff Street #21D,"['40.70830154,-74.00550079']",5264,2.0,2.0,0.0
796,3022911,76 E 1st Street #1AD,"['40.72330093,-73.98819733']",2599,1.0,1.0,0.0
797,3022912,126 East 7th Street #3BQ,"['40.72610092,-73.98419952']",2099,0.0,1.0,0.0
798,3022910,210 Rivington Street #2N,"['40.71849823,-73.98269653']",3799,3.0,1.0,0.0
799,3022909,15 Stanton Street #3BB,"['40.72240067,-73.99230194']",2899,0.0,1.0,700.0
800,3022908,19 Stanton #51,"['40.72240067,-73.99210358']",3449,2.0,1.0,0.0
801,3022896,65 East 2nd Street #1,"['40.72430618,-73.98930297']",8307,3.0,3.0,2.0
802,3022895,123 Washington Street #42B,"['40.70909882,-74.01370239']",5995,2.0,2.0,1.0
803,3009253,408 East 92nd Street #6E,"['40.78039932,-73.9464035']",3603,1.0,1.0,0.0
804,3018094,450 West 24th Street #12E,"['40.74739838,-74.00250244']",4575,1.0,1.0,0.0
805,2999023,572 11th Avenue #8F,"['40.76160049,-73.99739838']",6514,2.0,2.0,0.0
806,3015835,160 Madison Avenue #33A,"['40.74699095,-73.98397606']",4553,1.0,1.0,0.0
807,3009854,21 West Street #19F,"['40.70640182,-74.01550293']",2975,0.0,1.0,0.0
808,3022724,203 Chrystie Street #2CB,"['40.72230148,-73.99199677']",2099,0.0,1.0,0.0
809,3022722,9 Stanton Street #3AE,"['40.72249985,-73.99250031']",2899,1.0,1.0,0.0
810,3022721,9 Stanton Street #4BN,"['40.72249985,-73.99250031']",2799,1.0,1.0,0.0
811,3022719,142 East 27th Street #5B/B,"['40.74160004,-73.98239899']",2350,0.0,1.0,0.0
812,3022713,61 West 10th Street #5B,"['40.73469925,-73.9980011']",3350,1.0,1.0,0.0
813,3022711,49 Ludlow Street APT-10B,"['40.71656332,-73.9904261']",5895,3.0,1.0,0.0
814,3022706,5 Tudor City Place #2132,"['40.7478981,-73.97090149']",2650,1.0,1.0,0.0
815,3022701,58 East 1st Street #6F2,"['40.72391916,-73.98915511']",2200,0.0,1.0,0.0
816,3022700,424 West 46th Street #4C,"['40.76134134,-73.99221372']",2300,0.0,1.0,0.0
817,3022697,68 Seventh Avenue #3R,"['40.73906248,-73.99971492']",2500,1.0,1.0,0.0
818,3022690,525 East 13th Street #4G,"['40.72941835,-73.97954239']",4500,3.0,1.0,0.0
819,3020891,242 West 53rd Street #25D,"['40.7635994,-73.98400116']",4450,1.0,1.0,619.0
820,3007102,70 Battery Place #715,"['40.70722719,-74.01757146']",3875,1.0,1.0,761.0
821,3015795,160 Madison Avenue #26C,"['40.74699095,-73.98397606']",5492,1.0,1.0,0.0
822,3022660,30 Park Avenue #4E,"['40.74829865,-73.98100281']",4300,1.0,1.0,0.0
823,3022659,210 Lafayette Street #3B,"['40.72169876,-73.99810028']",6000,1.0,1.0,765.0
824,3022649,331 West End Avenue #1A,"['40.7822388,-73.98310818']",3170,2.0,1.0,0.0
825,3022647,1735 York Avenue #24G,"['40.77884842,-73.94557197']",5446,2.0,1.0,0.0
826,3022643,1735 York Avenue #20B,"['40.77884842,-73.94557197']",5555,2.0,2.0,0.0
827,3022642,509 Third Avenue #4,"['40.74583161,-73.97764266']",2100,1.0,1.0,0.0
828,3022641,222 East 53rd Street #2A,"['40.75712688,-73.9685753']",3200,2.0,1.0,0.0
829,3022635,1735 York Avenue #9A,"['40.77884842,-73.94557197']",3831,1.0,1.0,0.0
830,3022629,37A Bedford Street #30,"['40.72963967,-74.00405546']",3925,2.0,1.0,0.0
831,3022628,415 West 120th Street #4C,"['40.80918293,-73.95813265']",5350,2.0,1.0,0.0
832,3022627,324 East Sixth Street #7,"['40.72670492,-73.98745895']",2200,0.0,1.0,0.0
833,2982925,104 East 31st Street #3A,"['40.74480057,-73.98239899']",2390,0.0,1.0,0.0
834,2640664,101 West 15th Street #207,"['40.73849869,-73.99649811']",3390,0.0,1.0,490.0
835,3022621,10 Convent Avenue #2,"['40.81311153,-73.95332545']",2175,2.0,1.0,0.0
836,3022620,7 West 21st Street #703,"['40.74089813,-73.9910965']",5995,1.0,1.0,0.0
837,3022616,247 Wadsworth Avenue #4H,"['40.85245215,-73.93248067']",2050,2.0,1.0,0.0
838,3022612,415 West 120th Street #4B,"['40.80918293,-73.95813265']",7500,3.0,2.0,0.0
839,3022609,230 West 55th Street #32G,"['40.76468614,-73.98269388']",3295,1.0,1.0,0.0
840,3022607,565 West 188th Street #51,"['40.85360056,-73.92975035']",2000,2.0,1.0,0.0
841,3022603,40 Harrison Street #4020H,"['40.7181015,-74.01119995']",5995,2.0,2.0,0.0
842,3022602,235 East 51st Street #3B,"['40.7560455,-73.96877072']",2995,1.0,1.0,0.0
843,3022601,60 W 66th Street #34I,"['40.77320099,-73.98139954']",3500,1.0,1.0,0.0
844,3022599,333 East 46th Street #9D,"['40.7519989,-73.96900177']",2600,0.0,1.0,0.0
845,3022598,51 Irving Place #6A,"['40.73615237,-73.98753656']",3250,0.0,1.0,0.0
