,Listing ID,Location,Lat_Long,Monthly Rental Price,Bedrooms,Bathrooms,Square Footage
280,3025371,319 East 5th Street #1,"['40.72659518,-73.98794604']",1995,0.0,1.0,325.0
281,3025369,333 East 34th Street #17,"['40.74440002,-73.97419739']",3150,2.0,1.0,0.0
282,3025368,336 East 90th Street #1C,"['40.77946169,-73.94816399']",1695,0.0,1.0,0.0
283,3025366,201 East 82nd Street #2E,"['40.77629458,-73.95549594']",3200,2.0,1.0,0.0
284,3025364,507 West 28th Street #12D,"['40.75130081,-74.00240326']",3935,1.0,1.0,0.0
285,3025361,328 East 6th Street #4AD,"['40.72663628,-73.98730021']",2200,0.0,1.0,500.0
286,3025358,131 Sullivan Street #2D,"['40.72658481,-74.00207093']",3000,1.0,1.0,0.0
287,3002858,301 East 79th #7L,"['40.77330017,-73.95420074']",3785,1.0,1.0,570.0
288,3020185,212 West 91st Street #1118,"['40.79109955,-73.97380066']",2643,0.0,1.0,400.0
289,3025354,416 East 73rd Street #1C,"['40.76785691,-73.95461349']",2695,2.0,1.0,0.0
290,3025353,401 East 34th Street #N21M,"['40.74380112,-73.97250366']",3262,1.0,1.0,680.0
291,3025352,255 W 94th Street #11F,"['40.79370117,-73.97299957']",6495,2.0,2.0,0.0
292,3025351,401 East 34th Street #S15N,"['40.74380112,-73.97250366']",2987,1.0,1.0,567.0
293,3025350,200 E 82nd Street #27GH,"['40.77590179,-73.95570374']",10500,3.0,3.0,1.0
294,3025349,200 E 82nd Street #2B,"['40.77590179,-73.95570374']",4492,1.0,1.0,775.0
295,3025348,66 West 38th Street #26B,"['40.7519989,-73.98570251']",3925,1.0,1.0,0.0
296,3025347,256 Seaman Avenue #3C,"['40.87218277,-73.91817103']",2290,2.0,1.0,0.0
297,3025346,441 East 12th Street #1A,"['40.72933359,-73.9815088']",3600,2.0,1.0,0.0
298,3025344,312 East 30th Street #4A,"['40.74169922,-73.97699738']",5000,3.0,1.0,700.0
299,3025338,507 West 28th Street #8J,"['40.75130081,-74.00240326']",2635,0.0,1.0,0.0
300,3023342,21 West End Avenue #2602,"['40.772765,-73.990313']",6620,2.0,2.0,0.0
301,2963972,222 East 44th Street #40C,"['40.75130081,-73.97290039']",4250,0.0,1.0,0.0
302,3025336,65 Saint Mark's Place #11,"['40.72817869,-73.98607321']",2875,2.0,1.0,600.0
303,3025331,5 Tudor City Place #438,"['40.7478981,-73.97090149']",3295,1.0,1.0,0.0
304,3025329,303 East 43rd Street #14A,"['40.75049973,-73.97129822']",6895,3.0,2.0,1.0
305,3025326,211 East 34th Street #4F,"['40.7457053,-73.97734316']",2300,1.0,1.0,0.0
306,3025322,14 Morton Street #2,"['40.73110813,-74.00367308']",2050,1.0,1.0,0.0
307,3025318,145 Fourth Avenue #8P,"['40.73385521,-73.98955402']",4000,1.0,1.0,509.0
308,3025314,567 West 125th Street #1A,"['40.81553956,-73.95773848']",2200,2.0,1.0,0.0
309,3025308,145 Fourth Avenue #11D,"['40.73385521,-73.98955402']",4100,1.0,1.0,540.0
310,3025304,308 West 107th Street #3R,"['40.80240686,-73.968879']",2250,1.0,1.0,0.0
311,3025297,401 East 34th Street #N23F,"['40.74380112,-73.97250366']",3506,1.0,1.0,675.0
312,3025296,488 7th Avenue #5B,"['40.75258267,-73.98983261']",3690,1.0,1.0,550.0
313,3017187,39 E 29th Street #8A,"['40.74440002,-73.98410034']",6950,2.0,2.0,1.0
314,2937619,535 W 43rd Street NORTH-10H,"['40.76139832,-73.99659729']",5485,2.0,2.0,0.0
315,3025294,508 East 78th Street #3L,"['40.77009964,-73.95010376']",2400,1.0,1.0,0.0
316,3025291,173 Ludlow Street #1A,"['40.72184398,-73.98771601']",2250,0.0,1.0,0.0
317,3025287,202 West 108th Street #6,"['40.80176632,-73.96530707']",3390,3.0,2.0,1.0
318,3024560,300 East 51st Street #9A,"['40.75519943,-73.96790314']",2700,0.0,1.0,0.0
319,3023852,20 Renwick Street #12,"['40.7248718,-74.00831237']",3195,1.0,1.0,460.0
320,3025278,145 Fourth Avenue #15C,"['40.73385521,-73.98955402']",5000,1.0,1.0,700.0
321,3025275,161 West 16th Street #14H,"['40.74000168,-73.99819946']",4900,1.0,1.0,800.0
322,3025272,3333 Broadway #E12E,"['40.81980133,-73.95680237']",2735,2.0,1.0,0.0
323,3025269,183 Sullivan Street #B3,"['40.72833049,-74.00051955']",2400,2.0,1.0,0.0
324,3025267,121 East 12th Street #2C,"['40.73256787,-73.98899134']",2250,0.0,1.0,0.0
325,3025266,57 Leroy Street #8R,"['40.73022,-74.00523']",8000,5.0,3.0,0.0
326,3022796,171 Suffolk Street #2B,"['40.7214896,-73.98512941']",3120,0.0,1.0,0.0
327,3019584,24 Fifth Avenue #720,"['40.73320007,-73.99629974']",3395,0.0,1.0,0.0
328,3025222,777 6th Avenue #30G,"['40.74509811,-73.99160004']",4462,1.0,1.0,651.0
329,3025212,53 Nassau Street #2R,"['40.70902624,-74.00912556']",3000,1.0,1.0,0.0
330,3025176,25 Clinton Street #304A,"['40.72058101,-73.98453797']",1990,1.0,1.0,300.0
331,3025208,243 West 109th Street #3R,"['40.80333377,-73.96602144']",2999,3.0,1.0,0.0
332,3025206,250 West 85th Street #2J,"['40.78760147,-73.9776001']",2900,1.0,1.0,0.0
333,3025203,52 East Seventh Street #15,"['40.72751463,-73.98758868']",2750,1.0,1.0,0.0
334,3025199,530 West 147th Street #E4,"['40.82703341,-73.94845936']",2975,3.0,1.0,700.0
335,3025197,224 West 16th Street #13,"['40.74022077,-74.00011908']",2875,1.0,1.0,0.0
336,3025166,142 West 86th Street #5A,"['40.78689215,-73.97389493']",2695,1.0,1.0,850.0
337,3025162,350 West 37th Street #22F,"['40.75479889,-73.99440002']",4526,2.0,2.0,0.0
338,3025146,21 South William Street #7C,"['40.7043655,-74.01063612']",3200,1.0,1.0,0.0
339,2920985,444 Manhattan Avenue #5D,"['40.80649948,-73.95549774']",3795,2.0,2.0,0.0
340,3009071,88 Leonard Street #203,"['40.71689987,-74.00469971']",6646,2.0,2.0,0.0
341,3025144,515 West 38th Street #15G,"['40.75770187,-73.9980011']",3682,1.0,1.0,691.0
342,3025139,90 William Street #7A,"['40.70800018,-74.00749969']",5500,2.0,2.0,0.0
343,3025138,72 Thompson Street #4D,"['40.72430038,-74.00279999']",3295,1.0,1.0,0.0
344,3025128,116 East 83rd Street #2C,"['40.77765961,-73.95787445']",2395,1.0,1.0,690.0
345,3025120,316 East 49th Street #6B,"['40.75366839,-73.96819434']",2378,2.0,1.0,0.0
346,3025114,59 Thompson Street #12,"['40.72420782,-74.00349953']",4600,2.0,1.0,0.0
347,3025112,146 Mulberry Street #5,"['40.71887477,-73.99725111']",4500,2.0,1.0,0.0
348,3025111,885 Sixth Avenue #15E,"['40.74844903,-73.9893027']",4495,1.0,1.0,0.0
349,3025107,146 Mulberry Street #16,"['40.71887477,-73.99725111']",4800,1.0,1.0,0.0
350,3025105,135 East 50th Street #7L,"['40.75646346,-73.97170506']",2933,1.0,1.0,0.0
351,3025096,43 East First Street #9,"['40.72372985,-73.99003543']",1800,0.0,1.0,0.0
352,2981997,200 West 60th Street #4B,"['40.77090073,-73.9878006']",2895,0.0,1.0,0.0
353,3015279,229 Chrystie Street #1008,"['40.7234993,-73.99160004']",4038,0.0,1.0,0.0
354,3025095,160 Mott Street #3E,"['40.71954446,-73.99599206']",1780,0.0,1.0,250.0
355,3025094,200 E 11th Street #1004,"['40.73099899,-73.98840332']",5500,1.0,1.0,762.0
356,3025093,135 East 50th Street #9H,"['40.75646346,-73.97170506']",3029,2.0,1.0,0.0
357,3025091,626 1st Avenue #W34L,"['40.74440002,-73.97200012']",4825,1.0,1.0,0.0
358,3025090,400 West 113th Street #1220,"['40.80400085,-73.96040344']",3872,1.0,1.0,0.0
359,3025088,212 West 91st Street #237,"['40.79109955,-73.97380066']",2481,0.0,1.0,400.0
360,3025087,212 West 91st Street #801,"['40.79109955,-73.97380066']",2461,0.0,1.0,400.0
361,3025077,1510 Lexington Avenue #12T,"['40.78703272,-73.95055591']",3450,0.0,1.0,580.0
362,3025076,1 Irving Place #V11E,"['40.73450089,-73.98919678']",3895,1.0,1.0,661.0
363,3025073,7 Rivington Street #14,"['40.72121861,-73.99287499']",4500,2.0,1.0,0.0
364,3025070,106 Fulton Street #4E,"['40.70960004,-74.00705163']",2350,0.0,1.0,400.0
365,2961823,30 Park Avenue #15N,"['40.74829865,-73.98100281']",3290,1.0,1.0,695.0
366,3024045,301 East 21st Street #3K,"['40.73669815,-73.98130035']",3300,1.0,1.0,558.0
367,3025053,421 East 12th Street #5,"['40.72977014,-73.98235657']",3600,2.0,1.0,0.0
368,3025047,1510 Lexington Avenue #4V,"['40.78703272,-73.95055591']",5000,2.0,1.0,780.0
369,3021883,2593 Frederick Douglas Boulevard #17,"['40.81870723,-73.94529369']",1850,2.0,1.0,500.0
370,3025045,280 West 115th Street #2,"['40.8033659,-73.95556092']",5500,4.0,2.0,0.0
371,3025043,20 Exchange Place #1302,"['40.70546076,-74.0095687']",2750,0.0,1.0,0.0
372,3025042,330 East 39th Street #9R,"['40.74720001,-73.97250366']",3041,1.0,1.0,0.0
373,3025040,125 Riverside Drive #4C,"['40.78873795,-73.98070143']",7850,3.0,3.0,0.0
374,3025039,42 Avenue A #3C,"['40.72368263,-73.98489081']",4200,2.0,1.0,0.0
375,3023189,222 E 5th Street #1,"['40.72711965,-73.99031274']",3450,1.0,1.0,740.0
376,3025036,19 Dutch Street #30H,"['40.70981411,-74.00737989']",4333,1.0,1.0,0.0
377,3025034,626 1st Avenue #W35K,"['40.74440002,-73.97200012']",3281,0.0,1.0,0.0
378,3023044,505 W 37th Street #3908,"['40.75705978,-73.99816635']",2837,0.0,1.0,0.0
379,3003694,303 E 83rd Street #17H,"['40.77600098,-73.95269775']",3577,1.0,1.0,602.0
380,3025033,626 1st Avenue #W10B,"['40.74440002,-73.97200012']",4229,1.0,1.0,0.0
381,3025032,1500 Lexington Avenue #19C,"['40.78636314,-73.95088502']",4100,1.0,1.0,724.0
382,3025031,212 West 91st Street #229,"['40.79109955,-73.97380066']",2299,0.0,1.0,400.0
383,3025030,412 West 22nd Street #3R,"['40.7458992,-74.00240326']",4850,1.0,2.0,0.0
384,3025028,125 Riverside Drive #2WX,"['40.78873795,-73.98070143']",8400,3.0,2.0,0.0
385,3025027,1 Morton Square #2BW,"['40.73089981,-74.00980377']",10000,2.0,2.0,1.0
386,3025020,201 East 2nd Street #3D,"['40.72200012,-73.98370361']",3500,2.0,1.0,0.0
387,3025019,1500 Lexington Avenue #12A,"['40.78636314,-73.95088502']",2850,0.0,1.0,456.0
388,3025018,1667 First Avenue #3W,"['40.77756829,-73.94921977']",1900,0.0,1.0,0.0
389,3025011,22 Avenue C #3B,"['40.72121721,-73.98066687']",3095,2.0,1.0,0.0
390,3025005,2 Cooper Square #8A,"['40.72740173,-73.9917984']",6000,1.0,1.0,0.0
391,3010772,7 West 21st Street #12A,"['40.74089813,-73.9910965']",4948,0.0,1.0,0.0
392,3023339,445 W 35th Street #2J,"['40.75519943,-73.99720001']",3959,1.0,1.0,0.0
393,3025004,267 West 15th Street #4RN,"['40.74060059,-74.00150299']",3850,2.0,1.0,0.0
394,3025003,2350 Broadway #636,"['40.78779297,-73.97641159']",2975,1.0,1.0,0.0
395,3024999,125 Riverside Drive #1D,"['40.78873795,-73.98070143']",4550,2.0,1.0,0.0
396,3024997,733 West 183rd Street #1H,"['40.85214454,-73.9369596']",2700,2.0,1.0,0.0
397,3024987,125 Riverside Drive #1E,"['40.78873795,-73.98070143']",4071,2.0,2.0,0.0
398,3024983,230 East 44th Street #5J,"['40.75120163,-73.9720993']",3800,2.0,1.0,0.0
399,3024972,1500 Lexington Avenue #18Q,"['40.78636314,-73.95088502']",2900,0.0,1.0,451.0
400,3024970,100 Jane Street #2N,"['40.7378006,-74.00849915']",3318,0.0,1.0,389.0
401,3024969,100 Jane Street #2C,"['40.7378006,-74.00849915']",6162,1.0,1.0,1.0
402,3024968,795 Columbus Avenue #6J,"['40.79430008,-73.96600342']",3536,1.0,1.0,636.0
403,3024962,330 West 58th Street #8P,"['40.76750183,-73.98370361']",4400,1.0,1.0,0.0
404,3010735,160 West 24th Street #7K,"['40.74440002,-73.99490356']",3669,1.0,1.0,0.0
405,2987209,55 West 25th Street #30A,"['40.74430084,-73.99120331']",3950,0.0,1.0,0.0
406,3024958,303 E 83rd Street #29C,"['40.77600098,-73.95269775']",3726,1.0,1.0,620.0
407,3024925,189 West 89th Street #10N,"['40.78960037,-73.97319794']",4047,1.0,1.0,652.0
408,3024909,888 Main Street #247,"['40.76229858,-73.94950104']",6519,3.0,2.0,1.0
409,3024907,888 Main Street #1238,"['40.76229858,-73.94950104']",6644,3.0,2.0,1.0
410,3024906,888 Main Street #525,"['40.76229858,-73.94950104']",4218,2.0,2.0,915.0
411,3024902,888 Main Street #825,"['40.76229858,-73.94950104']",4238,2.0,2.0,915.0
412,3024901,888 Main Street #1243,"['40.76229858,-73.94950104']",4323,2.0,2.0,871.0
413,3024900,888 Main Street #626,"['40.76229858,-73.94950104']",3504,1.0,1.0,631.0
414,3024898,888 Main Street #1132,"['40.76229858,-73.94950104']",3484,1.0,1.0,618.0
415,3024897,888 Main Street #PH20,"['40.76229858,-73.94950104']",3556,1.0,1.0,595.0
416,3024893,888 Main Street #1229,"['40.76229858,-73.94950104']",2825,0.0,1.0,500.0
417,3013125,150 E 44th Street #45E,"['40.7521019,-73.97419739']",4153,1.0,1.0,0.0
418,2906416,101 W End Avenue #18G,"['40.77510071,-73.98840332']",5240,2.0,1.0,896.0
419,3024782,261 Broome Street #7B,"['40.71800158,-73.99048722']",2850,1.0,1.0,0.0
420,3024781,973 Columbus Avenue #3C,"['40.8002501,-73.96172848']",2925,3.0,1.0,0.0
421,3024773,261 Broome Street #3B,"['40.71800158,-73.99048722']",2500,1.0,1.0,0.0
422,3024765,730 Columbus Avenue #4P,"['40.79259872,-73.96820068']",3553,1.0,1.0,650.0
423,3024763,240 East 27th Street #23G,"['40.74020004,-73.979599']",5539,2.0,1.0,1.0
424,3024764,50 East 28th Street #3F,"['40.74369812,-73.98509979']",3950,0.0,1.0,431.0
425,3024762,228 West 71st Street #9C,"['40.77830124,-73.9835968']",3431,1.0,1.0,600.0
426,3024759,235 West 56th Street #38L,"['40.76599884,-73.98249817']",4175,1.0,1.0,0.0
427,3024755,94 Orchard Street #3D,"['40.71837481,-73.98984143']",2100,0.0,1.0,0.0
428,3024753,25 West 68th Street #1G,"['40.77435248,-73.97889675']",5100,2.0,2.0,0.0
429,3024734,210 West 109th Street #43,"['40.80251561,-73.96523083']",3300,3.0,1.0,0.0
430,3019268,185 East Third Street #6B,"['40.72320762,-73.98366791']",3000,1.0,1.0,0.0
431,3008282,100 John Street #1808,"['40.707901,-74.00650024']",3092,1.0,1.0,0.0
432,3024733,115 East 92nd Street #1G,"['40.78381709,-73.95342904']",2775,0.0,1.0,401.0
433,3024731,247 West 87th Street #19B,"['40.7891157,-73.97533857']",10250,4.0,3.0,1.0
434,3024729,712 West 180th Street #32,"['40.84958413,-73.93769217']",4000,5.0,1.0,0.0
435,3024726,521 West 180th Street #4B,"['40.84798357,-73.93212376']",2750,3.0,2.0,0.0
436,3024725,521 West 180th Street #3,"['40.84798357,-73.93212376']",2200,2.0,1.0,0.0
437,3024721,91 Fort Washington Avenue #41,"['40.83812559,-73.94426943']",2995,3.0,1.0,1.0
438,3024706,93 Leonard Street #9,"['40.7171318,-74.00430721']",15800,5.0,3.0,4.0
439,3024702,80 Varick Street #7F,"['40.723409,-74.00587337']",7200,3.0,1.0,1.0
440,3024674,725 East Ninth Street #6B,"['40.72495482,-73.97664309']",4200,3.0,1.0,0.0
441,3024662,224 East 12th Street #3C,"['40.73125293,-73.98707563']",6000,3.0,2.0,0.0
442,3024642,504 West 136th Street #D4,"['40.81963263,-73.95246822']",3400,2.0,12.0,0.0
443,3003385,252 South Street #73C,"['40.71020126,-73.98930359']",10125,3.0,3.0,1.0
444,3009720,808 Columbus Avenue #26E,"['40.79529953,-73.96620178']",8543,3.0,3.0,1.0
445,3024626,320 East 109th Street #9,"['40.79193812,-73.94016217']",2000,2.0,1.0,0.0
446,3024621,226 East 29th Street #4F,"['40.7419014,-73.97930145']",2450,1.0,1.0,0.0
447,3024610,217 East 27th Street #16,"['40.74115778,-73.98027135']",4750,3.0,1.0,0.0
448,3024605,154 West 76th Street #6,"['40.78054459,-73.97880452']",2725,1.0,1.0,0.0
449,3024603,92 Morningside Avenue #7F,"['40.80949464,-73.95497523']",6250,5.0,2.0,1.0
450,3024602,334 East 65th Street #23,"['40.7635994,-73.96050262']",2850,2.0,1.0,0.0
451,3024600,204 East 25th Street #5B,"['40.73970032,-73.98179626']",2550,1.0,1.0,0.0
452,3024592,337 East 115th Street #1B,"['40.79581719,-73.9364712']",2999,2.0,1.0,0.0
453,3024584,209 West 20th Street #2A,"['40.74266083,-73.99753161']",3475,1.0,1.0,0.0
454,3024583,325 West 42nd Street #2W,"['40.75799942,-73.99089813']",2500,2.0,1.0,0.0
455,3024582,36 West 73rd Street #4,"['40.77759104,-73.97769338']",3240,1.0,1.0,680.0
456,3004100,435 West 31st Street #54J,"['40.75230026,-73.99839783']",3845,0.0,1.0,505.0
457,2924360,350 West 43rd Street #6J,"['40.75850869,-73.99128999']",5353,2.0,2.0,0.0
458,3024573,520 West 163rd Street #E10,"['40.83679962,-73.94049835']",1650,1.0,1.0,0.0
459,3024566,48 Clinton Street #2S,"['40.71967523,-73.98448407']",5533,3.0,2.0,0.0
460,3024565,246 West 108th Street #2W,"['40.80239808,-73.96691047']",5200,4.0,2.0,0.0
461,3024559,196 Elizabeth Street #14,"['40.72177038,-73.99425305']",7000,3.0,2.0,0.0
462,3024558,317 West 105th Street #1C,"['40.80153978,-73.96984019']",3050,1.0,1.0,0.0
463,3024556,141 Attorney Street #3S,"['40.71989198,-73.98389599']",7564,4.0,2.0,0.0
464,3024555,67 East 2nd Street #37A,"['40.72416071,-73.98924888']",2999,1.0,1.0,0.0
465,3024550,509 East 81st Street #GFW,"['40.77259827,-73.94869995']",1995,0.0,1.0,0.0
466,3024549,647 West 207th Street #1C,"['40.86896842,-73.92167129']",1695,1.0,1.0,750.0
467,3024548,67 East 2nd Street #44A,"['40.72416071,-73.98924888']",2750,1.0,1.0,0.0
468,3024546,123 Washington Street #33E,"['40.70909882,-74.01370239']",4150,1.0,1.0,704.0
469,3013887,625 West 57th Street #2807,"['40.77109909,-73.99269867']",9700,3.0,3.0,0.0
470,3012470,311 West 50th Street #2F,"['40.76290131,-73.98690033']",3656,1.0,1.0,0.0
471,3024545,200 West 24th Street #7A,"['40.74475501,-73.99553582']",6500,2.0,2.0,1.0
472,3024537,156 Eighth Avenue #3F,"['40.74192251,-74.00053409']",3500,1.0,1.0,0.0
473,3024521,89 East Fourth Street #10,"['40.72639497,-73.98962734']",5295,3.0,1.0,0.0
474,3022813,151 East 29th ,"['40.74301058,-73.98083016']",9500,4.0,2.0,0.0
475,3024508,101 W End Avenue #9H,"['40.77510071,-73.98840332']",3640,1.0,1.0,672.0
476,3024507,316 East 82nd Street #2FW,"['40.77470016,-73.95290375']",2395,1.0,1.0,0.0
477,3024506,72 Thompson Street #4C,"['40.72430038,-74.00279999']",3478,1.0,1.0,0.0
478,3024505,72 Thompson Street #5E,"['40.72430038,-74.00279999']",4537,1.0,1.0,0.0
479,3024500,300 E. 39th Street #28C,"['40.74739838,-73.97299957']",4716,1.0,1.0,722.0
480,3024499,500 West 23rd Street #5D,"['40.74760056,-74.00469971']",6794,2.0,2.0,977.0
481,3024472,407 West 50th Street #1,"['40.76392391,-73.98940129']",1967,1.0,1.0,0.0
482,2961296,222 East 44th Street #RESB,"['40.75130081,-73.97290039']",9050,1.0,1.0,0.0
483,2944939,170 Amsterdam Avenue #2C,"['40.77619934,-73.98269653']",3476,0.0,1.0,539.0
484,3022610,330 East 43rd Street #305,"['40.74981269,-73.97070093']",5100,3.0,2.0,1.0
485,3024458,14 West 103rd Street #11B,"['40.79632815,-73.96255059']",2796,2.0,1.0,900.0
486,3024452,330 East 38th Street #12O,"['40.74629974,-73.97270203']",3000,0.0,1.0,0.0
487,3024440,15 Cliff Street #7F,"['40.70830154,-74.00550079']",3085,0.0,1.0,428.0
488,3024438,101 W End Avenue #24C,"['40.77510071,-73.98840332']",5365,2.0,2.0,923.0
489,3024435,300 East 3rd Street #1A,"['40.72100067,-73.97949982']",2100,0.0,1.0,0.0
490,3024423,647 Ninth Avenue #PH,"['40.76066607,-73.99136912']",5600,3.0,2.0,0.0
491,3024421,226 East 87th Street #2C,"['40.77890015,-73.95259857']",3162,0.0,1.0,0.0
492,3023633,405 E 54th Street #4J,"['40.75630188,-73.96360016']",3500,1.0,1.0,900.0
493,3024411,14 West 103rd Street #55A,"['40.79632815,-73.96255059']",3663,3.0,1.0,0.0
494,3024406,240 East 86th Street #8K,"['40.77799988,-73.95259857']",3500,0.0,1.0,0.0
495,3014565,40 Waterside Plaza #D632,"['40.73849869,-73.97290039']",5000,3.0,1.0,1.0
496,3007147,400 East 84th Street #11D,"['40.77519989,-73.95020294']",4590,1.0,1.0,700.0
497,2989060,350 West 43rd Street #32D,"['40.75850869,-73.99128999']",4295,1.0,1.0,0.0
498,3024327,179 Mulberry Street #4,"['40.72090149,-73.99690247']",3400,2.0,1.0,0.0
499,3024326,272 West 115th Street #3D,"['40.80323403,-73.95525037']",1970,1.0,1.0,0.0
500,3024324,510 East Sixth Street #2B,"['40.72496422,-73.98333917']",5000,2.0,2.0,0.0
501,3024312,242 West 53rd Street #58F,"['40.7635994,-73.98400116']",5195,1.0,1.0,654.0
502,3024311,14 Morton Street #5,"['40.73110813,-74.00367308']",2550,1.0,1.0,0.0
503,3024303,2166 Frederic Douglas Boulevard #5E,"['40.80479284,-73.95474362']",1695,0.0,1.0,0.0
504,3024300,149 East 39th Street #704,"['40.74930345,-73.97630251']",3400,1.0,1.0,0.0
505,3024299,735 West 172nd Street #B25,"['40.84549681,-73.94210188']",2475,2.0,1.0,0.0
506,3024298,450 West 42nd Street TWENTY9J,"['40.75910187,-73.99490356']",3900,0.0,1.0,0.0
507,3024295,200 East 16th Street #9K,"['40.73429871,-73.98609924']",3950,0.0,1.0,0.0
508,3024284,1 Morningside Drive #1415,"['40.80250168,-73.96160126']",5640,2.0,2.0,1.0
509,3008036,372 West 11th Street ,"['40.73517826,-74.00956575']",30000,4.0,5.0,4.0
510,3019243,70 W 37th Street #909,"['40.75130081,-73.98629761']",4888,1.0,1.0,0.0
511,3024283,27 West 96th Street #5C,"['40.79243989,-73.96582837']",6295,3.0,2.0,1.0
512,3024217,10 West End Avenue #24A,"['40.77170181,-73.98999786']",7300,2.0,2.0,1.0
513,3024280,1 Morningside Drive #1604,"['40.80250168,-73.96160126']",3470,1.0,1.0,746.0
514,3024279,456 Washington Street #3D,"['40.72449875,-74.01049805']",16957,3.0,3.0,0.0
515,3024271,223 Mott Street #4,"['40.72240067,-73.99549866']",3166,1.0,1.0,0.0
516,3024270,152 Second Avenue #4A,"['40.72930145,-73.98670197']",5083,3.0,2.0,0.0
517,3024269,152 Second Avenue #3C,"['40.72930145,-73.98670197']",4208,2.0,1.0,0.0
518,3024268,199 West 10th Street #5C,"['40.73429871,-74.00379944']",4833,2.0,1.0,0.0
519,3024267,239 Elizabeth Street #4,"['40.72320175,-73.99410248']",4500,2.0,1.0,0.0
520,3024266,223 Mott Street #18,"['40.72240067,-73.99549866']",4041,2.0,1.0,0.0
521,3024265,152 Second Avenue #2F,"['40.72930145,-73.98670197']",5625,3.0,2.0,0.0
522,3019167,211 West 56th Street #23B,"['40.76549911,-73.98149872']",2795,0.0,1.0,0.0
523,3008805,252 E 61st Street #S6G,"['40.76169968,-73.96399689']",2929,0.0,1.0,0.0
524,3024264,11 East 7th Street #5W,"['40.72880173,-73.98989868']",4666,2.0,1.0,0.0
525,3024263,555 Tenth Avenue #48L,"['40.75889969,-73.99610138']",4757,1.0,1.0,0.0
526,3024262,555 Tenth Avenue #33A,"['40.75889969,-73.99610138']",5837,2.0,2.0,0.0
527,3024261,555 Tenth Avenue #44A,"['40.75889969,-73.99610138']",6102,2.0,2.0,0.0
528,3024260,555 Tenth Avenue #16D,"['40.75889969,-73.99610138']",4243,1.0,1.0,0.0
529,3024257,235 East 81st Street #6FW,"['40.77519989,-73.95469666']",2195,1.0,1.0,0.0
530,3024254,402 East 78th Street #17,"['40.77130127,-73.95290375']",2495,1.0,1.0,0.0
531,3024248,25 Central Park West #22O,"['40.770401,-73.98090363']",12000,2.0,2.0,1.0
532,3024247,254 Park Avenue South #3R,"['40.73860168,-73.98799896']",4800,1.0,1.0,788.0
533,3023703,227 East 69 #5C,"['40.76734026,-73.96032863']",2700,1.0,1.0,0.0
534,3024238,317 West 71st Street #1B,"['40.77964262,-73.9856111']",2995,2.0,1.0,0.0
535,3022155,210 East 39th Street #1802,"['40.74844142,-73.97541859']",6900,2.0,2.0,0.0
536,3013721,340 E 34th Street #6M,"['40.74384099,-73.97438095']",3296,1.0,1.0,0.0
537,3024196,230 Central Park South #14E,"['40.76720047,-73.98069763']",2995,0.0,1.0,0.0
538,3024193,222 East 111st Street #2D,"['40.79410159,-73.94138093']",2395,1.0,1.0,0.0
539,3023154,42 Allen Street #6A,"['40.7164381,-73.9915933']",3900,1.0,2.0,0.0
540,3024192,307 West 76th Street #3B,"['40.78280694,-73.98297804']",2660,1.0,1.0,0.0
541,3024190,10 E 29th Street #20A,"['40.74459839,-73.98619843']",3833,1.0,1.0,0.0
542,3023147,90 Bedford Street #2A,"['40.7322938,-74.00524993']",6000,1.0,1.0,700.0
543,3024189,520 West 43rd Street #8Q,"['40.76060104,-73.99620056']",4945,2.0,2.0,0.0
544,3024188,520 West 43rd Street #25D,"['40.76060104,-73.99620056']",2955,0.0,1.0,0.0
545,3024186,208 West 23rd Street #806,"['40.74409866,-73.99649811']",3795,1.0,1.0,0.0
546,3024184,301 East 21st Street #16B,"['40.73669815,-73.98130035']",6775,2.0,1.0,961.0
547,3024179,425 Riverside Drive #4H,"['40.80783793,-73.96622865']",4980,3.0,2.0,1.0
548,2993002,240 Central Park South #17M,"['40.76730988,-73.98117695']",3831,0.0,1.0,500.0
549,2981136,377 East 33rd Street #10B,"['40.74349976,-73.97419739']",3460,1.0,1.0,497.0
550,3024178,215 West 95th Street #15E,"['40.79399872,-73.97170258']",3200,1.0,1.0,637.0
551,3024177,344 East 49th Street #7A,"['40.75331134,-73.96734271']",3400,1.0,2.0,0.0
552,3024176,351 West 71st Street #1A,"['40.77997209,-73.98639818']",2250,0.0,1.0,0.0
553,3024175,250 West 50th Street #18L,"['40.76160049,-73.98619843']",3858,1.0,1.0,683.0
554,3024169,42 West 33rd Street #11G,"['40.74840164,-73.98709869']",3501,0.0,1.0,0.0
555,3024162,244 West 16th Street #5RE,"['40.7405014,-74.00080109']",2350,1.0,1.0,0.0
556,3024158,231 West 15th Street #3C,"['40.74000119,-74.00038612']",2745,1.0,1.0,0.0
557,3024156,156 West 15th Street #1C,"['40.73880721,-73.99874062']",3495,1.0,1.0,0.0
558,3024150,43 Avenue C #6A,"['40.7221559,-73.98061609']",3350,2.0,1.0,0.0
559,3024145,311 West 50th Street #5N,"['40.76290131,-73.98690033']",2838,0.0,1.0,0.0
560,3024142,611 East 11th Street #6,"['40.72737609,-73.97866268']",2885,2.0,1.0,0.0
561,3017760,435 West 31st Street #41D,"['40.75230026,-73.99839783']",3117,0.0,1.0,499.0
562,1695604,350 West 42nd Street #7L,"['40.75790024,-73.99230194']",5500,3.0,2.0,1.0
