,tree_id,latitude,longitude
0,190422,40.77004563,-73.98494997
1,190426,40.77020969,-73.98533807
2,208649,40.76272385,-73.98729652
3,193310,40.77217148,-73.96045571
4,199760,40.78208720000001,-73.98096428
5,201555,40.72180744,-73.98982976
6,187056,40.77039613,-73.98162669999999
7,187058,40.77022715,-73.98121826
8,190423,40.77008698,-73.98504779
9,190425,40.77018061,-73.98526929
10,208346,40.78258674,-73.97484011
11,178382,40.7337165,-73.97705764
12,191988,40.72663958,-73.99936836
13,208230,40.782181099999995,-73.97238977
14,200225,40.78993607,-73.97721169
15,198121,40.74503399,-73.98253015
16,195252,40.73599985,-73.99985935
17,198514,40.80230109,-73.9620798
18,196373,40.71680539,-73.99157275
19,190359,40.77222448,-73.95894426
20,180295,40.77013009,-73.9829175
21,208373,40.7816172,-73.97558535
22,208240,40.78233867,-73.97276286
23,208247,40.7825057,-73.97308773
24,196372,40.71688341,-73.99153287
25,209919,40.80881155,-73.96331506
26,208338,40.78283422,-73.97469909
27,196374,40.71669718,-73.99162805
28,208463,40.76312607,-73.98935258
29,209921,40.80874458,-73.96340334
30,203887,40.80572583,-73.96071917
31,196440,40.81114538,-73.96412322
32,192814,40.73998079,-74.00504966
33,179828,40.72180184,-73.99119881
34,208229,40.78220389,-73.97237311
35,175693,40.74829709,-73.98065645
36,190540,40.79238702,-73.97423449
37,208395,40.78080395,-73.97613836
38,209913,40.80907709,-73.96312072
39,178756,40.77688357,-73.97980287
40,163280,40.77277225,-73.95532709999999
41,190420,40.76996266,-73.98475372
42,191273,40.73943979,-73.98436755
43,176850,40.73570804,-73.98261517
44,180266,40.77033272,-73.98369364
45,190393,40.76955939,-73.95993924
46,201558,40.72173136,-73.98958224
47,205787,40.78010688,-73.98322688
48,208767,40.76332189,-73.96121439
49,205734,40.78061205,-73.98564087
50,190421,40.77000454,-73.98485279
51,199062,40.77038983,-73.98213047
52,208820,40.76436461,-73.95955458
53,178606,40.74780138,-73.97857966
54,199051,40.76996828,-73.98212294
55,208761,40.76307992,-73.96064456
56,190395,40.76963905,-73.96012717
57,205785,40.78017187,-73.9833793
58,201410,40.72311463,-73.9903307
59,208760,40.76299829,-73.96045231
60,208763,40.76313613,-73.96077693
61,190394,40.76960162,-73.96003888
62,200471,40.75757044,-73.98285452
63,179834,40.72206573,-73.99110017
64,180251,40.76964206,-73.98370686
65,187054,40.77046435,-73.98179161
66,195995,40.74486653,-73.98598251
67,190386,40.76916627,-73.95901189
68,208819,40.76432442,-73.95945923
69,187229,40.75235028,-73.97971637
70,206381,40.73815531,-73.98054734
71,187061,40.77005069,-73.98079175
72,190435,40.77055862,-73.9861635
73,200439,40.71269558,-73.99769319
74,180252,40.76961476,-73.98364215
75,204033,40.79880049,-73.96897589
76,170023,40.71007644,-74.01226648
77,187294,40.80278452,-73.95251716
78,206382,40.73824263,-73.98048352
79,188609,40.77199195,-73.95165745
80,181473,40.78755732,-73.97055355
81,190115,40.78603546,-73.97136276
82,118769,40.71975914,-73.98660086
83,191268,40.739211,-73.98381722
84,198018,40.75019786,-73.97469992
85,198020,40.75041366,-73.97454407
86,175281,40.76814466,-73.99240025
87,200363,40.75689625,-73.98317757
88,203805,40.79952467,-73.971644
89,204158,40.79962299,-73.96965382
90,208787,40.76412273,-73.96117932
91,155673,40.77913077,-73.98090356
92,178550,40.80690345,-73.95739877
93,178385,40.73357762,-73.97672526
94,178387,40.73346807,-73.97646308
95,191989,40.72666328,-73.99941653
96,208371,40.7816867,-73.97549554
97,191378,40.73974645,-73.98509240000001
98,170024,40.71011368,-74.01235235
99,175704,40.74791179,-73.98052056
100,145055,40.71751014,-73.99597274
101,208791,40.76395531,-73.96078214
102,208793,40.76382569,-73.96047463
103,194260,40.7206881,-73.98224174
104,189403,40.80754134,-73.95861206
105,120819,40.74797175,-74.00705779
106,189412,40.80797914,-73.95964901
107,199052,40.76996863,-73.98208864
108,208762,40.76310829,-73.96071138
109,170507,40.70807232,-74.01779961
110,192803,40.73951749,-74.00396884
111,187260,40.80402101,-73.95281041
112,156710,40.78281017,-73.95150745
113,163815,40.722669599999996,-73.97718111
114,175294,40.76726396,-73.99030242
115,187057,40.77036254,-73.98154552
116,190383,40.77123388,-73.95966713
117,190433,40.77047459,-73.98596471
118,176350,40.73616366,-73.98067313
119,196606,40.80732247,-73.96719944
120,162814,40.72569708,-73.97909807
121,195249,40.73588436,-73.9995854
122,190437,40.77066826,-73.98642287
123,210642,40.7665429,-73.98637067
124,195970,40.77774504,-73.96095697
125,200364,40.75685573,-73.98308165
126,204159,40.7995744,-73.96953689
127,176849,40.73563404,-73.98266889
128,190387,40.76925783,-73.95922788
129,208520,40.76497172,-73.99067638
130,208365,40.781923,-73.97532346
131,198512,40.80239611,-73.96230577
132,197862,40.74990774,-73.97654061
133,208818,40.76427225,-73.95933547
134,196005,40.74452808,-73.9854111
135,201419,40.72232476,-73.99073674
136,196541,40.80929314,-73.96549830000001
137,204268,40.77241673,-73.95684834
138,190345,40.77346065,-73.95804293
139,190127,40.77117978,-73.94736721
140,203268,40.7327581,-73.9847638
141,208339,40.78280478,-73.97468132
142,208350,40.78240423,-73.97497302
143,173727,40.73689499,-74.00358611
144,195309,40.735708100000004,-73.99817893
145,189962,40.76362307,-73.96388853
146,195966,40.78041662,-73.96007527
147,208530,40.76437966,-73.9892713
148,205683,40.78061277,-73.98415749
149,192713,40.73791181,-74.00199676
150,178575,40.74865418,-73.97795891
151,190241,40.7859023,-73.97246071
152,179547,40.71991019,-73.99005439
153,191379,40.73986146,-73.98536217
154,191380,40.7398883,-73.98542513
155,208828,40.76491371,-73.96085724
156,208821,40.76439762,-73.95963287
157,187059,40.77018175,-73.98110854
158,180292,40.77029022,-73.98329815
159,196015,40.77339058,-73.96333908
160,203996,40.80528416,-73.96134249
161,204010,40.77040139,-73.96611252
162,205689,40.78093706,-73.98492381
163,161141,40.73722897,-74.00564484
164,174141,40.75376323,-73.96638946
165,182258,40.74704876,-73.99280743
166,194085,40.7940205,-73.97446103
167,173614,40.72058608,-73.98520399
168,131183,40.79637945,-73.96197027
169,170505,40.70819667,-74.01770609
170,173517,40.73520205,-74.00582898
171,176839,40.74033544,-73.97729531
172,208142,40.78374081,-73.97382001
173,200469,40.75765083,-73.98304478
174,190348,40.77323496,-73.95820514
175,189414,40.80805619,-73.95983152
176,198946,40.76178034,-73.98700411
177,161140,40.73712447,-74.00566547
178,190377,40.77160911,-73.95939435
179,175283,40.76808416,-73.99225614
180,180294,40.77017766,-73.98303059
181,187261,40.80393434,-73.95280608
182,187263,40.80378267,-73.95279851
183,178506,40.72999096,-73.98829794
184,199065,40.77043849,-73.98209704
185,208759,40.76294435,-73.96032530000001
186,208764,40.76319395,-73.96091309
187,175601,40.76253995,-73.96324927
188,205783,40.78028829,-73.98365234
189,200371,40.75715997,-73.98223654
190,208260,40.78276884,-73.97371081
191,188608,40.77223224,-73.95222734
192,190361,40.77201829,-73.95909467
193,196078,40.76256232,-73.98946512
194,212004,40.84066107,-73.93833216
195,190277,40.77253263,-73.95840918
196,176842,40.74021106,-73.97738586
197,151180,40.83746668,-73.93929338
198,196030,40.74668938,-73.98064292
199,193327,40.77098167,-73.95762928
200,194180,40.71846392,-73.98291922
201,192057,40.72813901,-74.00239005
202,206383,40.73832995,-73.98041969
203,195253,40.73605973,-74.00000137
204,190375,40.76993259,-73.96030435
205,194217,40.78268096,-73.95560689
206,208228,40.78215257,-73.97232222
207,178343,40.73418424,-73.97819267
208,208253,40.7826314,-73.97345602
209,160787,40.728764,-73.97874426
210,208387,40.78118721,-73.97585927
211,208527,40.764486100000006,-73.98952390000001
212,205717,40.78187241,-73.98516023
213,205724,40.78144695,-73.98529868
214,190140,40.77160406,-73.94732748
215,192805,40.73963797,-74.00424989
216,203992,40.7988762,-73.97069227
217,173472,40.73615968,-74.00400565
218,173474,40.73619602,-74.00374514
219,208351,40.782413500000004,-73.97500548
220,191891,40.72457568,-73.99390133
221,196605,40.80738644,-73.96715782
222,178572,40.74905627,-73.97766740000002
223,196614,40.80650311,-73.96769955
224,170510,40.70793564,-74.01785188
225,175092,40.71593877,-73.99624627
226,198113,40.74455271,-73.98138805
227,195980,40.74546931,-73.98520182
228,188558,40.80361816,-73.96052882
229,180290,40.77033221,-73.98339798
230,194213,40.78228053,-73.95589738
231,194215,40.78248964,-73.95574568
232,190271,40.77194903,-73.95883437
233,199587,40.77976285,-73.9816732
234,170389,40.73124483,-73.98633627
235,200156,40.7908691,-73.97867284
236,190680,40.76609772,-73.9522019
237,199603,40.78002006,-73.98163588
238,194255,40.72026956,-73.98245553
239,192662,40.71794533,-73.99102583
240,204112,40.77276928,-73.96160593
241,200493,40.75771037,-73.98288762
242,195963,40.78063037,-73.96058243
243,196051,40.74668429,-73.98454526
244,196370,40.71696143,-73.991493
245,208352,40.78236005,-73.97500519
246,208354,40.78232067,-73.97503387
247,208367,40.78177137,-73.97547309
248,208347,40.78253631,-73.97487683
249,204127,40.80521641,-73.96208728
250,208246,40.78245491,-73.9730381
251,190398,40.78853777,-73.94362576
252,190400,40.78845662,-73.9434339
253,190434,40.77050847,-73.98604486
254,208650,40.76269727,-73.98723336
255,205790,40.77984411,-73.98261058
256,199040,40.76928414,-73.98212149999999
257,179543,40.72022239,-73.98989324
258,208366,40.78185638,-73.97541118
259,208368,40.78175874,-73.97544308
260,196404,40.71588144,-73.99204077
261,208359,40.78218441,-73.97517231
262,208360,40.78215257,-73.97515628
263,193303,40.77176247,-73.95948624
264,190413,40.78792705,-73.94218177
265,199712,40.78131972,-73.98122787
266,205150,40.7591032,-73.96062422
267,136646,40.72345123,-73.98530834
268,208232,40.78223042,-73.97250656
269,208255,40.78265566,-73.97351346
270,190418,40.78777343,-73.94181856
271,189984,40.78607747,-73.96924856
272,210557,40.76693128,-73.98564287
273,190349,40.77317474,-73.95824842
274,180296,40.77008557,-73.98281168
275,208390,40.78102152,-73.97597993
276,191406,40.79169394,-73.97674408
277,203991,40.79884647,-73.97071407
278,190419,40.7877398,-73.94173904
279,174075,40.7111795,-74.00082558
280,198117,40.74464396,-73.9816046
281,178762,40.77720259,-73.98055895
282,200440,40.71270506,-73.99758497
283,180297,40.77003707,-73.98269638
284,190125,40.77127806,-73.94729509999999
285,210556,40.76684476,-73.98543765
286,194683,40.73690405,-73.99975421
287,198338,40.74414068,-73.9801313
288,192379,40.751551299999996,-73.99175365
289,208823,40.76450515,-73.95988798
290,188508,40.80017463,-73.94728297
291,183563,40.78693122,-73.96932152
292,194938,40.77222078,-73.94846833
293,178573,40.74899564,-73.97771193
294,208389,40.78110556,-73.97591872
295,188503,40.80038764,-73.94778833
296,190409,40.788054100000004,-73.94248217
297,156824,40.78793128,-73.94804647
298,189980,40.78633081,-73.96985158
299,210551,40.76624286,-73.98400999
300,188841,40.8088019,-73.95822529
301,208379,40.78145103,-73.97570637
302,196253,40.8275292,-73.95146844
303,188605,40.80225255,-73.95343952
